scenario,samples,positives,positive_rate,mean_probability,max_probability,mean_positive_probability,mean_negative_probability
CRSS24_202405550504_V1,7,0,0.0,0.2487598090115018,0.24875980901150183,,0.2487598090115018
CRSS24_202405550586_V1,7,0,0.0,0.022715957406816447,0.022715957406816444,,0.022715957406816447
CRSS24_202405551923_V1,7,0,0.0,0.31530363214191875,0.31530363214191875,,0.31530363214191875
CRSS24_202405551962_V1,7,0,0.0,0.38208880770408665,0.38208880770408665,,0.38208880770408665
CRSS24_202405551972_V2,7,0,0.0,0.2487598090115018,0.24875980901150183,,0.2487598090115018
CRSS24_202405552238_V1,7,0,0.0,0.026928529539361597,0.0269285295393616,,0.026928529539361597
CRSS24_202405552254_V2,7,0,0.0,0.38208880770408665,0.38208880770408665,,0.38208880770408665
CRSS24_202405552288_V2,7,0,0.0,0.027769621233051767,0.027769621233051767,,0.027769621233051767
CRSS24_202405554104_V1,7,0,0.0,0.38208880770408665,0.38208880770408665,,0.38208880770408665
CRSS24_202405554352_V1,7,0,0.0,0.022038328785767593,0.022038328785767596,,0.022038328785767593
CRSS24_202405554352_V2,7,0,0.0,0.009363690522679982,0.009363690522679984,,0.009363690522679982
CRSS24_202405554505_V1,7,0,0.0,0.04965858465576467,0.04965858465576467,,0.04965858465576467
CRSS24_202405554513_V2,7,0,0.0,0.38208880770408665,0.38208880770408665,,0.38208880770408665
CRSS24_202405554522_V1,7,0,0.0,0.03042295195135827,0.03042295195135827,,0.03042295195135827
CRSS24_202405554522_V2,7,0,0.0,0.38208880770408665,0.38208880770408665,,0.38208880770408665
CRSS24_202405555657_V1,7,0,0.0,0.38208880770408665,0.38208880770408665,,0.38208880770408665
CRSS24_202405555836_V1,7,0,0.0,0.009363690522679982,0.009363690522679984,,0.009363690522679982
CRSS24_202405555866_V1,7,0,0.0,0.022038328785767593,0.022038328785767596,,0.022038328785767593
CRSS24_202405556078_V1,7,0,0.0,0.022038328785767593,0.022038328785767596,,0.022038328785767593
CRSS24_202405556163_V2,7,0,0.0,0.38208880770408665,0.38208880770408665,,0.38208880770408665
CRSS24_202405557440_V2,7,0,0.0,0.31530363214191875,0.31530363214191875,,0.31530363214191875
CRSS24_202405557620_V1,7,0,0.0,0.04965858465576467,0.04965858465576467,,0.04965858465576467
CRSS24_202405557620_V2,7,0,0.0,0.38208880770408665,0.38208880770408665,,0.38208880770408665
CRSS24_202405557625_V1,7,0,0.0,0.2487598090115018,0.24875980901150183,,0.2487598090115018
CRSS24_202405558528_V1,7,0,0.0,0.009363690522679982,0.009363690522679984,,0.009363690522679982
CRSS24_202405558528_V2,7,0,0.0,0.0241035961457759,0.024103596145775903,,0.0241035961457759
CRSS24_202405558611_V1,7,0,0.0,0.019946744689631767,0.019946744689631767,,0.019946744689631767
CRSS24_202405558668_V1,7,0,0.0,0.38208880770408665,0.38208880770408665,,0.38208880770408665
CRSS24_202405558849_V1,7,0,0.0,0.026928529539361597,0.0269285295393616,,0.026928529539361597
CRSS24_202405558893_V1,7,0,0.0,0.007841457567471274,0.007841457567471274,,0.007841457567471274
CRSS24_202405558899_V3,7,0,0.0,0.03042295195135827,0.03042295195135827,,0.03042295195135827
CRSS24_202405559583_V1,7,0,0.0,0.38208880770408665,0.38208880770408665,,0.38208880770408665
CRSS24_202405559914_V1,7,0,0.0,0.38208880770408665,0.38208880770408665,,0.38208880770408665
CRSS24_202405560553_V1,7,0,0.0,0.022038328785767593,0.022038328785767596,,0.022038328785767593
CRSS24_202405560565_V1,7,0,0.0,0.009363690522679982,0.009363690522679984,,0.009363690522679982
CRSS24_202405560579_V2,7,0,0.0,0.38208880770408665,0.38208880770408665,,0.38208880770408665
CRSS24_202405560763_V1,7,0,0.0,0.007841457567471274,0.007841457567471274,,0.007841457567471274
CRSS24_202405560774_V1,7,0,0.0,0.2487598090115018,0.24875980901150183,,0.2487598090115018
CRSS24_202405560789_V2,7,0,0.0,0.31530363214191875,0.31530363214191875,,0.31530363214191875
CRSS24_202405560848_V1,7,0,0.0,0.31530363214191875,0.31530363214191875,,0.31530363214191875
CRSS24_202405560877_V2,7,0,0.0,0.2487598090115018,0.24875980901150183,,0.2487598090115018
CRSS24_202405560905_V1,7,0,0.0,0.38208880770408665,0.38208880770408665,,0.38208880770408665
CRSS24_202405560917_V2,7,0,0.0,0.38208880770408665,0.38208880770408665,,0.38208880770408665
CRSS24_202405560986_V3,7,0,0.0,0.38208880770408665,0.38208880770408665,,0.38208880770408665
CRSS24_202405560992_V2,7,0,0.0,0.2487598090115018,0.24875980901150183,,0.2487598090115018
CRSS24_202405561159_V2,7,0,0.0,0.009363690522679982,0.009363690522679984,,0.009363690522679982
CRSS24_202405561198_V2,7,0,0.0,0.007841457567471274,0.007841457567471274,,0.007841457567471274
CRSS24_202405561258_V1,7,0,0.0,0.02342864064882042,0.023428640648820425,,0.02342864064882042
CRSS24_202405561998_V1,7,0,0.0,0.2652345183007208,0.2652345183007208,,0.2652345183007208
CRSS24_202405562010_V2,7,0,0.0,0.2652345183007208,0.2652345183007208,,0.2652345183007208
CRSS24_202405562048_V2,7,0,0.0,0.026128597460226607,0.026128597460226607,,0.026128597460226607
CRSS24_202405562138_V1,7,0,0.0,0.009363690522679982,0.009363690522679984,,0.009363690522679982
CRSS24_202405562148_V1,7,0,0.0,0.009363690522679982,0.009363690522679984,,0.009363690522679982
CRSS24_202405562316_V1,7,0,0.0,0.38208880770408665,0.38208880770408665,,0.38208880770408665
CRSS24_202405562613_V2,7,0,0.0,0.38208880770408665,0.38208880770408665,,0.38208880770408665
CRSS24_202405562657_V1,7,0,0.0,0.38208880770408665,0.38208880770408665,,0.38208880770408665
CRSS24_202405562701_V2,7,0,0.0,0.2505363068660899,0.2505363068660899,,0.2505363068660899
CRSS24_202405562712_V2,7,0,0.0,0.31530363214191875,0.31530363214191875,,0.31530363214191875
CRSS24_202405562716_V1,7,0,0.0,0.2652345183007208,0.2652345183007208,,0.2652345183007208
CRSS24_202405562717_V1,7,0,0.0,0.007841457567471274,0.007841457567471274,,0.007841457567471274
CRSS24_202405562756_V1,7,0,0.0,0.3342246919052213,0.33422469190522125,,0.3342246919052213
CRSS24_202405562774_V1,7,0,0.0,0.31530363214191875,0.31530363214191875,,0.31530363214191875
CRSS24_202405562871_V1,7,0,0.0,0.019946744689631767,0.019946744689631767,,0.019946744689631767
CRSS24_202405562894_V1,7,0,0.0,0.05296956314377309,0.052969563143773074,,0.05296956314377309
CRSS24_202405562957_V1,7,0,0.0,0.05296956314377309,0.052969563143773074,,0.05296956314377309
CRSS24_202405562957_V2,7,0,0.0,0.06690888754312548,0.06690888754312548,,0.06690888754312548
CRSS24_202405564008_V1,7,0,0.0,0.007841457567471274,0.007841457567471274,,0.007841457567471274
CRSS24_202405564103_V2,7,0,0.0,0.09443315190134026,0.09443315190134026,,0.09443315190134026
CRSS24_202405564236_V1,7,0,0.0,0.2487598090115018,0.24875980901150183,,0.2487598090115018
CRSS24_202405564240_V1,7,0,0.0,0.007841457567471274,0.007841457567471274,,0.007841457567471274
CRSS24_202405564568_V2,7,0,0.0,0.022038328785767593,0.022038328785767596,,0.022038328785767593
CRSS24_202405564596_V2,7,0,0.0,0.06578492047810182,0.06578492047810183,,0.06578492047810182
CRSS24_202405564619_V1,7,0,0.0,0.38208880770408665,0.38208880770408665,,0.38208880770408665
CRSS24_202405564621_V1,7,0,0.0,0.31530363214191875,0.31530363214191875,,0.31530363214191875
CRSS24_202405564621_V2,7,0,0.0,0.03042295195135827,0.03042295195135827,,0.03042295195135827
CRSS24_202405564652_V1,7,0,0.0,0.38208880770408665,0.38208880770408665,,0.38208880770408665
CRSS24_202405564916_V1,7,0,0.0,0.31530363214191875,0.31530363214191875,,0.31530363214191875
CRSS24_202405564945_V1,7,0,0.0,0.045853709502229924,0.04585370950222992,,0.045853709502229924
CRSS24_202405565400_V1,7,0,0.0,0.2652345183007208,0.2652345183007208,,0.2652345183007208
CRSS24_202405565458_V2,7,0,0.0,0.28056696832683453,0.28056696832683453,,0.28056696832683453
CRSS24_202405565875_V1,7,0,0.0,0.009363690522679982,0.009363690522679984,,0.009363690522679982
CRSS24_202405566063_V1,7,0,0.0,0.007841457567471274,0.007841457567471274,,0.007841457567471274
CRSS24_202405566536_V1,7,0,0.0,0.007841457567471274,0.007841457567471274,,0.007841457567471274
CRSS24_202405566542_V1,7,0,0.0,0.026128597460226607,0.026128597460226607,,0.026128597460226607
CRSS24_202405566820_V1,7,0,0.0,0.2487598090115018,0.24875980901150183,,0.2487598090115018
CRSS24_202405566820_V3,7,0,0.0,0.38208880770408665,0.38208880770408665,,0.38208880770408665
CRSS24_202405567041_V1,7,0,0.0,0.2652345183007208,0.2652345183007208,,0.2652345183007208
CRSS24_202405567256_V1,7,0,0.0,0.3342246919052213,0.33422469190522125,,0.3342246919052213
CRSS24_202405567358_V1,7,0,0.0,0.38208880770408665,0.38208880770408665,,0.38208880770408665
CRSS24_202405567801_V1,7,0,0.0,0.03228403328316773,0.03228403328316773,,0.03228403328316773
CRSS24_202405567807_V1,7,0,0.0,0.38208880770408665,0.38208880770408665,,0.38208880770408665
CRSS24_202405569182_V1,7,0,0.0,0.31530363214191875,0.31530363214191875,,0.31530363214191875
CRSS24_202405569182_V2,7,0,0.0,0.007841457567471274,0.007841457567471274,,0.007841457567471274
CRSS24_202405569220_V1,7,0,0.0,0.022038328785767593,0.022038328785767596,,0.022038328785767593
CRSS24_202405569237_V2,7,0,0.0,0.03601208574196107,0.03601208574196107,,0.03601208574196107
CRSS24_202405569303_V1,7,0,0.0,0.2652345183007208,0.2652345183007208,,0.2652345183007208
CRSS24_202405569335_V2,7,0,0.0,0.007841457567471274,0.007841457567471274,,0.007841457567471274
CRSS24_202405569353_V1,7,0,0.0,0.026128597460226607,0.026128597460226607,,0.026128597460226607
CRSS24_202405569445_V2,7,0,0.0,0.007841457567471274,0.007841457567471274,,0.007841457567471274
CRSS24_202405570906_V1,7,0,0.0,0.009363690522679982,0.009363690522679984,,0.009363690522679982
CRSS24_202405570930_V2,7,0,0.0,0.3342246919052213,0.33422469190522125,,0.3342246919052213
CRSS24_202405571181_V1,7,0,0.0,0.009363690522679982,0.009363690522679984,,0.009363690522679982
CRSS24_202405571213_V1,7,0,0.0,0.2487598090115018,0.24875980901150183,,0.2487598090115018
CRSS24_202405571267_V1,7,0,0.0,0.009363690522679982,0.009363690522679984,,0.009363690522679982
CRSS24_202405571298_V1,7,0,0.0,0.009363690522679982,0.009363690522679984,,0.009363690522679982
CRSS24_202405571466_V1,7,0,0.0,0.02342864064882042,0.023428640648820425,,0.02342864064882042
CRSS24_202405571569_V2,7,0,0.0,0.045853709502229924,0.04585370950222992,,0.045853709502229924
CRSS24_202405572551_V1,7,0,0.0,0.2487598090115018,0.24875980901150183,,0.2487598090115018
CRSS24_202405572619_V1,7,0,0.0,0.009363690522679982,0.009363690522679984,,0.009363690522679982
CRSS24_202405572797_V1,7,0,0.0,0.009363690522679982,0.009363690522679984,,0.009363690522679982
CRSS24_202405572797_V2,7,0,0.0,0.06611988616457105,0.06611988616457105,,0.06611988616457105
CRSS24_202405572806_V1,7,0,0.0,0.2487598090115018,0.24875980901150183,,0.2487598090115018
CRSS24_202405572875_V2,7,0,0.0,0.2487598090115018,0.24875980901150183,,0.2487598090115018
CRSS24_202405572938_V1,7,0,0.0,0.04418419170435024,0.04418419170435025,,0.04418419170435024
CRSS24_202405572943_V2,7,0,0.0,0.009363690522679982,0.009363690522679984,,0.009363690522679982
CRSS24_202405572965_V2,7,0,0.0,0.38208880770408665,0.38208880770408665,,0.38208880770408665
CRSS24_202405573028_V1,7,0,0.0,0.022038328785767593,0.022038328785767596,,0.022038328785767593
CRSS24_202405573151_V1,7,0,0.0,0.2487598090115018,0.24875980901150183,,0.2487598090115018
CRSS24_202405573155_V1,7,0,0.0,0.38208880770408665,0.38208880770408665,,0.38208880770408665
CRSS24_202405573182_V2,7,0,0.0,0.2652345183007208,0.2652345183007208,,0.2652345183007208
CRSS24_202405573225_V2,7,0,0.0,0.3342246919052213,0.33422469190522125,,0.3342246919052213
CRSS24_202405573720_V2,7,0,0.0,0.026128597460226607,0.026128597460226607,,0.026128597460226607
CRSS24_202405573785_V2,7,0,0.0,0.31530363214191875,0.31530363214191875,,0.31530363214191875
CRSS24_202405573785_V3,7,0,0.0,0.025277281513519045,0.025277281513519045,,0.025277281513519045
CRSS24_202405573859_V1,7,0,0.0,0.38208880770408665,0.38208880770408665,,0.38208880770408665
CRSS24_202405574079_V2,7,0,0.0,0.007841457567471274,0.007841457567471274,,0.007841457567471274
CRSS24_202405574224_V2,7,0,0.0,0.31530363214191875,0.31530363214191875,,0.31530363214191875
CRSS24_202405574228_V2,7,0,0.0,0.009363690522679982,0.009363690522679984,,0.009363690522679982
CRSS24_202405574234_V1,7,0,0.0,0.38208880770408665,0.38208880770408665,,0.38208880770408665
CRSS24_202405574311_V1,7,0,0.0,0.2487598090115018,0.24875980901150183,,0.2487598090115018
CRSS24_202405574335_V2,7,0,0.0,0.31530363214191875,0.31530363214191875,,0.31530363214191875
CRSS24_202405574344_V1,7,0,0.0,0.2487598090115018,0.24875980901150183,,0.2487598090115018
CRSS24_202405574355_V1,7,0,0.0,0.009363690522679982,0.009363690522679984,,0.009363690522679982
CRSS24_202405574416_V1,7,0,0.0,0.2505363068660899,0.2505363068660899,,0.2505363068660899
CRSS24_202405574430_V1,7,0,0.0,0.009363690522679982,0.009363690522679984,,0.009363690522679982
CRSS24_202405574436_V2,7,0,0.0,0.38208880770408665,0.38208880770408665,,0.38208880770408665
CRSS24_202405574463_V1,7,0,0.0,0.009363690522679982,0.009363690522679984,,0.009363690522679982
CRSS24_202405574558_V2,7,0,0.0,0.31530363214191875,0.31530363214191875,,0.31530363214191875
CRSS24_202405574798_V1,7,0,0.0,0.03228403328316773,0.03228403328316773,,0.03228403328316773
CRSS24_202405574858_V2,7,0,0.0,0.007841457567471274,0.007841457567471274,,0.007841457567471274
CRSS24_202405574918_V2,7,0,0.0,0.022038328785767593,0.022038328785767596,,0.022038328785767593
CRSS24_202405575094_V1,7,0,0.0,0.02120796815229927,0.021207968152299268,,0.02120796815229927
CRSS24_202405576233_V2,7,0,0.0,0.2487598090115018,0.24875980901150183,,0.2487598090115018
CRSS24_202405576257_V4,7,0,0.0,0.009363690522679982,0.009363690522679984,,0.009363690522679982
CRSS24_202405576257_V5,7,0,0.0,0.26708684009746536,0.2670868400974654,,0.26708684009746536
CRSS24_202405576308_V1,7,0,0.0,0.2505363068660899,0.2505363068660899,,0.2505363068660899
CRSS24_202405576308_V2,7,0,0.0,0.2487598090115018,0.24875980901150183,,0.2487598090115018
CRSS24_202405576404_V3,7,0,0.0,0.026128597460226607,0.026128597460226607,,0.026128597460226607
CRSS24_202405576411_V1,7,0,0.0,0.2652345183007208,0.2652345183007208,,0.2652345183007208
CRSS24_202405576457_V1,7,0,0.0,0.31530363214191875,0.31530363214191875,,0.31530363214191875
CRSS24_202405576696_V2,7,0,0.0,0.38208880770408665,0.38208880770408665,,0.38208880770408665
CRSS24_202405576851_V1,7,0,0.0,0.026128597460226607,0.026128597460226607,,0.026128597460226607
CRSS24_202405576866_V1,7,0,0.0,0.03820160323281311,0.0382016032328131,,0.03820160323281311
CRSS24_202405576866_V3,7,0,0.0,0.022038328785767593,0.022038328785767596,,0.022038328785767593
CRSS24_202405576879_V1,7,0,0.0,0.38208880770408665,0.38208880770408665,,0.38208880770408665
CRSS24_202405576942_V1,7,0,0.0,0.38208880770408665,0.38208880770408665,,0.38208880770408665
CRSS24_202405577222_V2,7,0,0.0,0.070200261646731,0.07020026164673102,,0.070200261646731
CRSS24_202405577265_V2,7,0,0.0,0.2487598090115018,0.24875980901150183,,0.2487598090115018
CRSS24_202405578086_V1,7,0,0.0,0.2487598090115018,0.24875980901150183,,0.2487598090115018
CRSS24_202405578474_V1,7,0,0.0,0.009363690522679982,0.009363690522679984,,0.009363690522679982
CRSS24_202405578525_V1,7,0,0.0,0.3172495096902614,0.31724950969026133,,0.3172495096902614
CRSS24_202405578532_V2,7,0,0.0,0.007841457567471274,0.007841457567471274,,0.007841457567471274
CRSS24_202405578564_V1,7,0,0.0,0.38208880770408665,0.38208880770408665,,0.38208880770408665
CRSS24_202405578572_V2,7,0,0.0,0.02342864064882042,0.023428640648820425,,0.02342864064882042
CRSS24_202405578589_V2,7,0,0.0,0.31530363214191875,0.31530363214191875,,0.31530363214191875
CRSS24_202405578617_V2,7,0,0.0,0.009363690522679982,0.009363690522679984,,0.009363690522679982
CRSS24_202405578768_V2,7,0,0.0,0.025277281513519045,0.025277281513519045,,0.025277281513519045
CRSS24_202405578778_V2,7,0,0.0,0.007841457567471274,0.007841457567471274,,0.007841457567471274
CRSS24_202405578785_V2,7,0,0.0,0.070200261646731,0.07020026164673102,,0.070200261646731
CRSS24_202405578857_V1,7,0,0.0,0.2487598090115018,0.24875980901150183,,0.2487598090115018
CRSS24_202405578857_V2,7,0,0.0,0.2487598090115018,0.24875980901150183,,0.2487598090115018
CRSS24_202405578866_V3,7,0,0.0,0.3342246919052213,0.33422469190522125,,0.3342246919052213
CRSS24_202405578873_V1,7,0,0.0,0.31530363214191875,0.31530363214191875,,0.31530363214191875
CRSS24_202405578995_V1,7,0,0.0,0.31530363214191875,0.31530363214191875,,0.31530363214191875
CRSS24_202405578997_V1,7,0,0.0,0.31530363214191875,0.31530363214191875,,0.31530363214191875
CRSS24_202405579050_V1,7,3,0.42857142857142855,0.2411708230761358,0.27105384856079523,0.26421466799589344,0.2238879393863175
CRSS24_202405579091_V1,7,0,0.0,0.2505363068660899,0.2505363068660899,,0.2505363068660899
CRSS24_202405579125_V1,7,0,0.0,0.009363690522679982,0.009363690522679984,,0.009363690522679982
CRSS24_202405579157_V2,7,0,0.0,0.026128597460226607,0.026128597460226607,,0.026128597460226607
CRSS24_202405579168_V2,7,0,0.0,0.38208880770408665,0.38208880770408665,,0.38208880770408665
CRSS24_202405579189_V1,7,0,0.0,0.04965858465576467,0.04965858465576467,,0.04965858465576467
CRSS24_202405579776_V2,7,0,0.0,0.31530363214191875,0.31530363214191875,,0.31530363214191875
CRSS24_202405579864_V3,7,0,0.0,0.045853709502229924,0.04585370950222992,,0.045853709502229924
CRSS24_202405579879_V1,7,0,0.0,0.03042295195135827,0.03042295195135827,,0.03042295195135827
CRSS24_202405579882_V1,7,0,0.0,0.38208880770408665,0.38208880770408665,,0.38208880770408665
CRSS24_202405579961_V1,7,0,0.0,0.009363690522679982,0.009363690522679984,,0.009363690522679982
CRSS24_202405580036_V1,7,0,0.0,0.007841457567471274,0.007841457567471274,,0.007841457567471274
CRSS24_202405580119_V2,7,0,0.0,0.2487598090115018,0.24875980901150183,,0.2487598090115018
CRSS24_202405580136_V1,7,0,0.0,0.38208880770408665,0.38208880770408665,,0.38208880770408665
CRSS24_202405580291_V1,7,0,0.0,0.31530363214191875,0.31530363214191875,,0.31530363214191875
CRSS24_202405580323_V2,7,0,0.0,0.009363690522679982,0.009363690522679984,,0.009363690522679982
CRSS24_202405580337_V1,7,0,0.0,0.009363690522679982,0.009363690522679984,,0.009363690522679982
CRSS24_202405580337_V2,7,0,0.0,0.009363690522679982,0.009363690522679984,,0.009363690522679982
CRSS24_202405580354_V3,7,0,0.0,0.38208880770408665,0.38208880770408665,,0.38208880770408665
CRSS24_202405580376_V1,7,0,0.0,0.03228403328316773,0.03228403328316773,,0.03228403328316773
CRSS24_202405580421_V1,7,0,0.0,0.009363690522679982,0.009363690522679984,,0.009363690522679982
CRSS24_202405580421_V2,7,0,0.0,0.26708684009746536,0.2670868400974654,,0.26708684009746536
CRSS24_202405580512_V1,7,0,0.0,0.03042295195135827,0.03042295195135827,,0.03042295195135827
CRSS24_202405580535_V1,7,0,0.0,0.009363690522679982,0.009363690522679984,,0.009363690522679982
CRSS24_202405580537_V2,7,0,0.0,0.023658210569946474,0.023658210569946478,,0.023658210569946474
CRSS24_202405580551_V1,7,0,0.0,0.31530363214191875,0.31530363214191875,,0.31530363214191875
CRSS24_202405580581_V4,7,0,0.0,0.07224935747987528,0.07224935747987529,,0.07224935747987528
CRSS24_202405580611_V1,7,0,0.0,0.31530363214191875,0.31530363214191875,,0.31530363214191875
CRSS24_202405580611_V2,7,0,0.0,0.31530363214191875,0.31530363214191875,,0.31530363214191875
CRSS24_202405580619_V2,7,0,0.0,0.2487598090115018,0.24875980901150183,,0.2487598090115018
CRSS24_202405581375_V2,7,0,0.0,0.007841457567471274,0.007841457567471274,,0.007841457567471274
CRSS24_202405581407_V3,7,0,0.0,0.2487598090115018,0.24875980901150183,,0.2487598090115018
CRSS24_202405581601_V1,7,0,0.0,0.007841457567471274,0.007841457567471274,,0.007841457567471274
CRSS24_202405581601_V2,7,0,0.0,0.38208880770408665,0.38208880770408665,,0.38208880770408665
CRSS24_202405581608_V2,7,0,0.0,0.026128597460226607,0.026128597460226607,,0.026128597460226607
CRSS24_202405581610_V2,7,0,0.0,0.2652345183007208,0.2652345183007208,,0.2652345183007208
CRSS24_202405581639_V1,7,0,0.0,0.007841457567471274,0.007841457567471274,,0.007841457567471274
CRSS24_202405581661_V1,7,0,0.0,0.007841457567471274,0.007841457567471274,,0.007841457567471274
CRSS24_202405581757_V1,7,0,0.0,0.009363690522679982,0.009363690522679984,,0.009363690522679982
CRSS24_202405581767_V1,7,0,0.0,0.38208880770408665,0.38208880770408665,,0.38208880770408665
CRSS24_202405583263_V1,7,0,0.0,0.009363690522679982,0.009363690522679984,,0.009363690522679982
CRSS24_202405583308_V2,7,0,0.0,0.034298038018785254,0.034298038018785254,,0.034298038018785254
CRSS24_202405583402_V1,7,0,0.0,0.3342246919052213,0.33422469190522125,,0.3342246919052213
CRSS24_202405583408_V3,7,0,0.0,0.007841457567471274,0.007841457567471274,,0.007841457567471274
CRSS24_202405584338_V1,7,0,0.0,0.009363690522679982,0.009363690522679984,,0.009363690522679982
CRSS24_202405584361_V1,7,0,0.0,0.009363690522679982,0.009363690522679984,,0.009363690522679982
CRSS24_202405584452_V2,7,0,0.0,0.0620407671958355,0.06204076719583548,,0.0620407671958355
CRSS24_202405584479_V1,7,0,0.0,0.009363690522679982,0.009363690522679984,,0.009363690522679982
