telemetry_scenario_id,rows,anomaly_rate,future3_rate,future6_rate,bucket,split
CRSS24_202405537278_V1,24,0.0,0.0,0.0,0.7522305189054996,validation
CRSS24_202405537303_V1,24,0.0,0.0,0.0,0.7530270048307783,validation
CRSS24_202405537322_V1,24,0.0,0.0,0.0,0.27159107669060845,train
CRSS24_202405537322_V2,24,0.0,0.0,0.0,0.7272786739578654,validation
CRSS24_202405537323_V1,24,0.0,0.0,0.0,0.43862243868378514,train
CRSS24_202405537326_V1,24,0.0,0.0,0.0,0.6346012732560283,train
CRSS24_202405537326_V2,24,0.0,0.0,0.0,0.27817518666344115,train
CRSS24_202405538601_V1,24,0.0,0.0,0.0,0.5676292021683486,train
CRSS24_202405538601_V2,24,0.0,0.0,0.0,0.40324039510526705,train
CRSS24_202405538603_V1,24,0.0,0.0,0.0,0.8049110653355976,validation
CRSS24_202405538603_V2,24,0.0,0.0,0.0,0.9971358550240136,test
CRSS24_202405539043_V1,24,0.0,0.0,0.0,0.8854337441468224,test
CRSS24_202405539043_V2,24,0.0,0.0,0.0,0.2926410979807007,train
CRSS24_202405539063_V1,24,0.0,0.0,0.0,0.6491752680505568,train
CRSS24_202405539063_V2,24,0.0,0.0,0.0,0.8955726022588957,test
CRSS24_202405539065_V1,24,0.0,0.0,0.0,0.6070687367131627,train
CRSS24_202405539065_V2,24,0.0,0.0,0.0,0.8005584578031112,validation
CRSS24_202405540175_V1,24,0.0,0.0,0.0,0.5453992184590081,train
CRSS24_202405540175_V2,24,0.0,0.0,0.0,0.51599763904605,train
CRSS24_202405540184_V1,24,0.0,0.0,0.0,0.15159950874550257,train
CRSS24_202405540276_V1,24,0.0,0.0,0.0,0.04630853073818342,train
CRSS24_202405540276_V2,24,0.0,0.0,0.0,0.5202124893013883,train
CRSS24_202405540277_V1,24,0.0,0.0,0.0,0.0963373955097835,train
CRSS24_202405540285_V1,24,0.0,0.0,0.0,0.8350295505567988,validation
CRSS24_202405540309_V1,24,0.0,0.0,0.0,0.8374517319811163,validation
CRSS24_202405540309_V2,24,0.0,0.0,0.0,0.5840376451574354,train
CRSS24_202405540328_V1,24,0.0,0.0,0.0,0.48896693007297976,train
CRSS24_202405540329_V1,24,0.0,0.0,0.0,0.08910031153101015,train
CRSS24_202405540329_V2,24,0.0,0.0,0.0,0.666908524387262,train
CRSS24_202405540331_V1,24,0.0,0.0,0.0,0.224566524202136,train
CRSS24_202405540331_V2,24,0.0,0.0,0.0,0.862143551200196,test
CRSS24_202405540334_V1,24,0.0,0.0,0.0,0.656943560498055,train
CRSS24_202405540342_V1,24,0.0,0.0,0.0,0.9512484341280648,test
CRSS24_202405540342_V2,24,0.0,0.0,0.0,0.4965794446171679,train
CRSS24_202405540375_V1,24,0.0,0.0,0.0,0.31715172839284683,train
CRSS24_202405540408_V1,24,0.0,0.0,0.0,0.5998702639713581,train
CRSS24_202405540408_V2,24,0.0,0.0,0.0,0.6375737559603466,train
CRSS24_202405540410_V1,24,0.0,0.0,0.0,0.9963792103799943,test
CRSS24_202405540426_V1,24,0.0,0.0,0.0,0.09979583162343963,train
CRSS24_202405540426_V2,24,0.0,0.0,0.0,0.2606789076842086,train
CRSS24_202405540427_V1,24,0.0,0.0,0.0,0.6738440554295303,train
CRSS24_202405540429_V1,24,0.0,0.0,0.0,0.9989033632443527,test
CRSS24_202405540429_V2,24,0.0,0.0,0.0,0.8591700917713274,test
CRSS24_202405540451_V1,24,0.0,0.0,0.0,0.20978368916776582,train
CRSS24_202405540452_V1,24,0.0,0.0,0.0,0.011782959804819654,train
CRSS24_202405540453_V1,24,0.0,0.0,0.0,0.5040280731637096,train
CRSS24_202405540463_V1,24,0.0,0.0,0.0,0.8736331034157502,test
CRSS24_202405541626_V1,24,0.0,0.0,0.0,0.42079895674735285,train
CRSS24_202405541652_V1,24,0.0,0.0,0.0,0.314778067012033,train
CRSS24_202405541652_V2,24,0.0,0.0,0.0,0.6902144953352899,train
CRSS24_202405541653_V1,24,0.0,0.0,0.0,0.9316662575424803,test
CRSS24_202405541653_V2,24,0.0,0.0,0.0,0.21128593273723636,train
CRSS24_202405541706_V1,24,0.0,0.0,0.0,0.8528442671179874,test
CRSS24_202405541706_V2,24,0.0,0.0,0.0,0.7790589753489613,validation
CRSS24_202405541730_V1,24,0.0,0.0,0.0,0.7883123782901821,validation
CRSS24_202405541730_V2,24,0.0,0.0,0.0,0.8178765752394396,validation
CRSS24_202405541751_V1,24,0.0,0.0,0.0,0.5833715143574801,train
CRSS24_202405541751_V2,24,0.0,0.0,0.0,0.20650359317811756,train
CRSS24_202405542806_V1,24,0.0,0.0,0.0,0.4979020779714692,train
CRSS24_202405542806_V2,24,0.0,0.0,0.0,0.6302114747534998,train
CRSS24_202405542844_V1,24,0.0,0.0,0.0,0.4052982165956167,train
CRSS24_202405542844_V2,24,0.0,0.0,0.0,0.9976871216198633,test
CRSS24_202405542846_V1,24,0.0,0.0,0.0,0.8220856275460883,validation
CRSS24_202405542846_V2,24,0.0,0.0,0.0,0.09897340696746795,train
CRSS24_202405542851_V1,24,0.0,0.0,0.0,0.5427836756088733,train
CRSS24_202405542851_V2,24,0.0,0.0,0.0,0.7136688611269157,validation
CRSS24_202405542879_V1,24,0.0,0.0,0.0,0.8652420269477279,test
CRSS24_202405542879_V2,24,0.0,0.0,0.0,0.3854570291902537,train
CRSS24_202405542879_V3,24,0.0,0.0,0.0,0.6688570144280924,train
CRSS24_202405542879_V4,24,0.0,0.0,0.0,0.5747867409546829,train
CRSS24_202405542891_V1,24,0.0,0.0,0.0,0.8141289639319593,validation
CRSS24_202405542891_V2,24,0.0,0.0,0.0,0.493510818689482,train
CRSS24_202405542901_V1,24,0.0,0.0,0.0,0.5815450424751138,train
CRSS24_202405542902_V1,24,1.0,0.9583333333333334,0.9583333333333334,0.5249166734341804,train
CRSS24_202405542902_V2,24,0.0,0.0,0.0,0.3443760595620554,train
CRSS24_202405542933_V1,24,0.0,0.0,0.0,0.05490720459607132,train
CRSS24_202405542933_V2,24,0.0,0.0,0.0,0.9792908371843609,test
CRSS24_202405542941_V1,24,0.0,0.0,0.0,0.7731765966799987,validation
CRSS24_202405542941_V2,24,0.0,0.0,0.0,0.5386016880019107,train
CRSS24_202405542994_V1,24,0.0,0.0,0.0,0.854684452725268,test
CRSS24_202405542994_V2,24,0.0,0.0,0.0,0.3543560896893861,train
CRSS24_202405543021_V1,24,0.0,0.0,0.0,0.10169970293103245,train
CRSS24_202405543061_V1,24,0.0,0.0,0.0,0.22175733075052437,train
CRSS24_202405543061_V2,24,0.0,0.0,0.0,0.1858775879223546,train
CRSS24_202405543070_V1,24,0.0,0.0,0.0,0.4490526326580561,train
CRSS24_202405543365_V1,24,0.0,0.0,0.0,0.2053214814991973,train
CRSS24_202405543365_V2,24,0.0,0.0,0.0,0.477929142647872,train
CRSS24_202405543390_V1,24,0.0,0.0,0.0,0.4147974067402066,train
CRSS24_202405543393_V1,24,0.0,0.0,0.0,0.03088990227107189,train
CRSS24_202405543393_V2,24,0.0,0.0,0.0,0.08577896121092582,train
CRSS24_202405543393_V3,24,0.0,0.0,0.0,0.19053075350600546,train
CRSS24_202405543393_V4,24,0.0,0.0,0.0,0.11181944425027339,train
CRSS24_202405543400_V1,24,0.0,0.0,0.0,0.988326401447022,test
CRSS24_202405543427_V1,24,0.0,0.0,0.0,0.9631165403321191,test
CRSS24_202405543427_V2,24,0.0,0.0,0.0,0.2759984343489628,train
CRSS24_202405543430_V1,24,0.0,0.0,0.0,0.231329862780713,train
CRSS24_202405543430_V2,24,0.0,0.0,0.0,0.6761493863715207,train
CRSS24_202405543446_V1,24,0.0,0.0,0.0,0.8479969785194837,validation
CRSS24_202405544317_V1,24,0.0,0.0,0.0,0.8161825094875373,validation
CRSS24_202405544317_V2,24,0.0,0.0,0.0,0.514264684988713,train
CRSS24_202405544319_V1,24,0.0,0.0,0.0,0.3272434005810049,train
CRSS24_202405544319_V2,24,0.0,0.0,0.0,0.21453164127062346,train
CRSS24_202405544319_V3,24,0.0,0.0,0.0,0.965223902828345,test
CRSS24_202405544325_V1,24,0.0,0.0,0.0,0.8719901137221582,test
CRSS24_202405544325_V2,24,0.0,0.0,0.0,0.8463430378693955,validation
CRSS24_202405544331_V1,24,0.0,0.0,0.0,0.7887111203253062,validation
CRSS24_202405544331_V2,24,0.0,0.0,0.0,0.5859279170599598,train
CRSS24_202405544339_V1,24,0.0,0.0,0.0,0.8537756898099965,test
CRSS24_202405544343_V1,24,0.0,0.0,0.0,0.5571951234147873,train
CRSS24_202405544352_V1,24,0.0,0.0,0.0,0.6643906202317194,train
CRSS24_202405544352_V2,24,0.0,0.0,0.0,0.39348240322281663,train
CRSS24_202405544360_V1,24,0.0,0.0,0.0,0.28804663645290923,train
CRSS24_202405544360_V2,24,0.0,0.0,0.0,0.6372895258565642,train
CRSS24_202405544371_V1,24,0.0,0.0,0.0,0.9774997958395397,test
CRSS24_202405544371_V2,24,0.0,0.0,0.0,0.13754093091412004,train
CRSS24_202405544383_V1,24,0.0,0.0,0.0,0.8566992573572089,test
CRSS24_202405544488_V1,24,0.0,0.0,0.0,0.32737464395523413,train
CRSS24_202405544524_V1,24,0.0,0.0,0.0,0.9049853132816463,test
CRSS24_202405544528_V1,24,0.0,0.0,0.0,0.8944961030256227,test
CRSS24_202405544546_V1,24,0.0,0.0,0.0,0.4282778011235124,train
CRSS24_202405544546_V2,24,0.0,0.0,0.0,0.44977462744567887,train
CRSS24_202405544549_V1,24,0.0,0.0,0.0,0.8306504117396312,validation
CRSS24_202405544549_V2,24,0.0,0.0,0.0,0.989357608368005,test
CRSS24_202405544560_V1,24,0.0,0.0,0.0,0.5885266814354171,train
CRSS24_202405544560_V2,24,0.0,0.0,0.0,0.2586941798819914,train
CRSS24_202405544561_V1,24,0.0,0.0,0.0,0.46417412358898996,train
CRSS24_202405544561_V2,24,0.0,0.0,0.0,0.16849088463198647,train
CRSS24_202405544595_V1,24,0.0,0.0,0.0,0.7779887683638346,validation
CRSS24_202405544595_V2,24,0.0,0.0,0.0,0.913236101137762,test
CRSS24_202405544602_V1,24,0.0,0.0,0.0,0.541078707096418,train
CRSS24_202405544602_V2,24,0.0,0.0,0.0,0.7657591245988754,validation
CRSS24_202405544622_V1,24,0.0,0.0,0.0,0.4738462477628715,train
CRSS24_202405544622_V2,24,0.0,0.0,0.0,0.39348273360950003,train
CRSS24_202405544624_V1,24,0.0,0.0,0.0,0.7940716773257758,validation
CRSS24_202405544624_V2,24,0.0,0.0,0.0,0.9379156241048863,test
CRSS24_202405544624_V3,24,0.0,0.0,0.0,0.17333540813376555,train
CRSS24_202405544632_V1,24,0.0,0.0,0.0,0.5952520332288118,train
CRSS24_202405544632_V2,24,0.0,0.0,0.0,0.8942315208013708,test
CRSS24_202405544633_V1,24,0.0,0.0,0.0,0.6844197764723607,train
CRSS24_202405544633_V2,24,0.0,0.0,0.0,0.6902032570657793,train
CRSS24_202405544661_V1,24,0.0,0.0,0.0,0.7519957688059647,validation
CRSS24_202405544661_V2,24,0.0,0.0,0.0,0.2522733144583817,train
CRSS24_202405544681_V1,24,1.0,0.9583333333333334,0.9583333333333334,0.9266570450101647,test
CRSS24_202405544681_V2,24,0.0,0.0,0.0,0.5674918258021334,train
CRSS24_202405544682_V1,24,0.0,0.0,0.0,0.8462361718635625,validation
CRSS24_202405544682_V2,24,0.0,0.0,0.0,0.08261310334378227,train
CRSS24_202405544684_V1,24,0.0,0.0,0.0,0.8361880455250358,validation
CRSS24_202405544684_V2,24,0.0,0.0,0.0,0.8566804607065116,test
CRSS24_202405544686_V1,24,0.0,0.0,0.0,0.552380981750875,train
CRSS24_202405544686_V2,24,0.0,0.0,0.0,0.29810066807505226,train
CRSS24_202405544711_V1,24,0.0,0.0,0.0,0.25715184729945656,train
CRSS24_202405544720_V1,24,0.0,0.0,0.0,0.7714534741294229,validation
CRSS24_202405544720_V2,24,0.0,0.0,0.0,0.27322348492993587,train
CRSS24_202405544723_V1,24,0.0,0.0,0.0,0.3209185829201989,train
CRSS24_202405544723_V2,24,0.0,0.0,0.0,0.6321504031382851,train
CRSS24_202405544728_V1,24,0.0,0.0,0.0,0.7771763482077924,validation
CRSS24_202405544729_V1,24,1.0,0.9583333333333334,0.9583333333333334,0.9098540397616695,test
CRSS24_202405544736_V1,24,0.0,0.0,0.0,0.248262688342543,train
CRSS24_202405544737_V1,24,0.0,0.0,0.0,0.3599636681284671,train
CRSS24_202405544750_V1,24,0.0,0.0,0.0,0.6898721046023705,train
CRSS24_202405544754_V1,24,0.0,0.0,0.0,0.16937982830437362,train
CRSS24_202405544754_V2,24,0.0,0.0,0.0,0.13597011266648074,train
CRSS24_202405544755_V1,24,0.0,0.0,0.0,0.6701779532409687,train
CRSS24_202405544755_V2,24,0.0,0.0,0.0,0.9065660706038042,test
CRSS24_202405544758_V1,24,0.0,0.0,0.0,0.022122116066078217,train
CRSS24_202405544760_V1,24,0.0,0.0,0.0,0.044568027380054824,train
CRSS24_202405544760_V2,24,0.0,0.0,0.0,0.3657489154408101,train
CRSS24_202405544765_V1,24,0.0,0.0,0.0,0.418937925812541,train
CRSS24_202405544769_V1,24,0.0,0.0,0.0,0.5217706261951873,train
CRSS24_202405544769_V2,24,0.0,0.0,0.0,0.44159906065128723,train
CRSS24_202405544772_V1,24,0.0,0.0,0.0,0.3594562903417871,train
CRSS24_202405544772_V2,24,0.0,0.0,0.0,0.8469304905382289,validation
CRSS24_202405544777_V1,24,0.0,0.0,0.0,0.8954659676867225,test
CRSS24_202405544777_V2,24,0.0,0.0,0.0,0.6849674686521682,train
CRSS24_202405544783_V1,24,0.0,0.0,0.0,0.24701355938962977,train
CRSS24_202405544783_V2,24,0.0,0.0,0.0,0.17272511780558272,train
CRSS24_202405544791_V1,24,0.0,0.0,0.0,0.950030164315838,test
CRSS24_202405544791_V2,24,0.0,0.0,0.0,0.046416020730141554,train
CRSS24_202405544804_V1,24,0.0,0.0,0.0,0.9347552957327001,test
CRSS24_202405544805_V1,24,0.0,0.0,0.0,0.6059454876477703,train
CRSS24_202405544805_V2,24,0.0,0.0,0.0,0.45591090932858896,train
CRSS24_202405544807_V1,24,0.0,0.0,0.0,0.6513425499786023,train
CRSS24_202405544825_V1,24,0.0,0.0,0.0,0.42583053615545635,train
CRSS24_202405544825_V2,24,1.0,0.9583333333333334,0.9583333333333334,0.32331511735062,train
CRSS24_202405544829_V1,24,0.0,0.0,0.0,0.35183240388329895,train
CRSS24_202405544829_V2,24,0.0,0.0,0.0,0.15989611534399356,train
CRSS24_202405544831_V1,24,0.0,0.0,0.0,0.3619924973142316,train
CRSS24_202405544831_V2,24,0.0,0.0,0.0,0.21398862223466594,train
CRSS24_202405544872_V1,24,0.0,0.0,0.0,0.235895983696891,train
CRSS24_202405544885_V1,24,0.0,0.0,0.0,0.06778331987275353,train
CRSS24_202405544893_V1,24,0.0,0.0,0.0,0.6695116354780066,train
CRSS24_202405544929_V1,24,0.0,0.0,0.0,0.3403371543018932,train
CRSS24_202405545931_V1,24,0.0,0.0,0.0,0.7057303291991657,validation
CRSS24_202405545931_V2,24,0.0,0.0,0.0,0.22442867775085118,train
CRSS24_202405545945_V1,24,0.0,0.0,0.0,0.7181499378565117,validation
CRSS24_202405545987_V1,24,0.0,0.0,0.0,0.0817822430007584,train
CRSS24_202405545987_V2,24,1.0,0.9583333333333334,0.9583333333333334,0.04593282822657675,train
CRSS24_202405546008_V1,24,0.0,0.0,0.0,0.03827777971473471,train
CRSS24_202405546008_V2,24,0.0,0.0,0.0,0.9251819345925892,test
CRSS24_202405546008_V3,24,0.0,0.0,0.0,0.06640044438336055,train
CRSS24_202405546018_V1,24,0.0,0.0,0.0,0.6172977473161411,train
CRSS24_202405546018_V2,24,0.0,0.0,0.0,0.7793899203602667,validation
CRSS24_202405546036_V1,24,0.0,0.0,0.0,0.9149304891272751,test
CRSS24_202405546036_V2,24,0.0,0.0,0.0,0.8145969504990143,validation
CRSS24_202405546038_V1,24,0.0,0.0,0.0,0.1327984442777928,train
CRSS24_202405546038_V2,24,0.0,0.0,0.0,0.12853512590018454,train
CRSS24_202405546054_V1,24,0.0,0.0,0.0,0.6498537831124509,train
CRSS24_202405546074_V1,24,0.0,0.0,0.0,0.6185169759249587,train
CRSS24_202405546092_V1,24,0.0,0.0,0.0,0.7820409670895992,validation
CRSS24_202405546092_V2,24,0.0,0.0,0.0,0.4436049150404532,train
CRSS24_202405546125_V1,24,0.0,0.0,0.0,0.879233594257206,test
CRSS24_202405546125_V2,24,0.0,0.0,0.0,0.9424988429393849,test
CRSS24_202405546162_V1,24,0.0,0.0,0.0,0.9550673572707612,test
CRSS24_202405546162_V2,24,0.0,0.0,0.0,0.7925776626897458,validation
CRSS24_202405546194_V1,24,0.0,0.0,0.0,0.004962488078736348,train
CRSS24_202405546194_V2,24,0.0,0.0,0.0,0.43639530694028256,train
CRSS24_202405546194_V3,24,0.0,0.0,0.0,0.2595001729809447,train
CRSS24_202405546247_V1,24,0.0,0.0,0.0,0.6515579294999032,train
CRSS24_202405546262_V1,24,0.0,0.0,0.0,0.9728301144141774,test
CRSS24_202405546262_V2,24,0.0,0.0,0.0,0.45633644504852977,train
CRSS24_202405546263_V1,24,0.0,0.0,0.0,0.33730751377002044,train
CRSS24_202405546263_V2,24,0.0,0.0,0.0,0.5238942179186024,train
CRSS24_202405546269_V1,24,0.0,0.0,0.0,0.9791373666327301,test
CRSS24_202405546269_V2,24,0.0,0.0,0.0,0.01222593291015968,train
CRSS24_202405546270_V1,24,0.0,0.0,0.0,0.4529439994257279,train
CRSS24_202405546272_V1,24,0.0,0.0,0.0,0.5949985810078211,train
CRSS24_202405546272_V2,24,0.0,0.0,0.0,0.6272630846657006,train
CRSS24_202405546286_V1,24,0.0,0.0,0.0,0.47288294240666623,train
CRSS24_202405546286_V2,24,0.0,0.0,0.0,0.5220367984199051,train
CRSS24_202405546294_V1,24,0.0,0.0,0.0,0.39345573130842665,train
CRSS24_202405546294_V2,24,0.0,0.0,0.0,0.3760405556243007,train
CRSS24_202405546294_V3,24,0.0,0.0,0.0,0.1357585522662286,train
CRSS24_202405546294_V4,24,0.0,0.0,0.0,0.1806005763776136,train
CRSS24_202405546760_V1,24,0.0,0.0,0.0,0.5934522281385615,train
CRSS24_202405546760_V2,24,0.0,0.0,0.0,0.44396085302437677,train
CRSS24_202405546760_V3,24,0.0,0.0,0.0,0.34355022533413726,train
CRSS24_202405546760_V4,24,0.0,0.0,0.0,0.4508930448095531,train
CRSS24_202405546760_V5,24,0.0,0.0,0.0,0.1005583796884302,train
CRSS24_202405546762_V1,24,0.0,0.0,0.0,0.5888810811072777,train
CRSS24_202405546762_V2,24,0.0,0.0,0.0,0.14982708896273447,train
CRSS24_202405547191_V1,24,0.0,0.0,0.0,0.44821685958845003,train
CRSS24_202405547495_V1,24,0.0,0.0,0.0,0.5400922302017204,train
CRSS24_202405547569_V1,24,0.0,0.0,0.0,0.7875066743668883,validation
CRSS24_202405547569_V2,24,0.0,0.0,0.0,0.49368935043310963,train
CRSS24_202405547658_V1,24,0.0,0.0,0.0,0.25490426906731545,train
CRSS24_202405547658_V2,24,0.0,0.0,0.0,0.1750016843841881,train
CRSS24_202405547665_V1,24,0.0,0.0,0.0,0.09964682373675676,train
CRSS24_202405547677_V1,24,0.0,0.0,0.0,0.885916327099762,test
CRSS24_202405547689_V1,24,0.0,0.0,0.0,0.3212586879546891,train
CRSS24_202405547690_V1,24,0.0,0.0,0.0,0.299689590767885,train
CRSS24_202405547707_V1,24,0.0,0.0,0.0,0.43804658517196,train
CRSS24_202405547708_V1,24,0.0,0.0,0.0,0.2958125777765672,train
CRSS24_202405547708_V2,24,0.0,0.0,0.0,0.3617002785582329,train
CRSS24_202405548183_V1,24,0.0,0.0,0.0,0.4119209813447485,train
CRSS24_202405548183_V2,24,0.0,0.0,0.0,0.7852196210960903,validation
CRSS24_202405548223_V1,24,0.0,0.0,0.0,0.5860862032477945,train
CRSS24_202405548243_V1,24,0.0,0.0,0.0,0.9886381572551648,test
CRSS24_202405548245_V1,24,0.0,0.0,0.0,0.782266421425684,validation
CRSS24_202405548245_V2,24,0.0,0.0,0.0,0.44019196099606156,train
CRSS24_202405548245_V3,24,0.0,0.0,0.0,0.23447019169909653,train
CRSS24_202405548273_V1,24,0.0,0.0,0.0,0.5157051476453676,train
CRSS24_202405548277_V1,24,0.0,0.0,0.0,0.21471899962395408,train
CRSS24_202405548284_V1,24,0.0,0.0,0.0,0.6297836477471943,train
CRSS24_202405548294_V1,24,0.0,0.0,0.0,0.92737572754905,test
CRSS24_202405548311_V1,24,0.0,0.0,0.0,0.5516789757068453,train
CRSS24_202405548325_V1,24,0.0,0.0,0.0,0.0494227104469721,train
CRSS24_202405548325_V2,24,0.0,0.0,0.0,0.1423923878796381,train
CRSS24_202405548385_V1,24,0.0,0.0,0.0,0.6861141083496889,train
CRSS24_202405548413_V1,24,0.0,0.0,0.0,0.5453696121800155,train
CRSS24_202405548413_V2,24,0.0,0.0,0.0,0.4924974095757346,train
CRSS24_202405548434_V1,24,0.0,0.0,0.0,0.7277618571482044,validation
CRSS24_202405548434_V2,24,0.0,0.0,0.0,0.9284519080371717,test
CRSS24_202405548440_V1,24,0.0,0.0,0.0,0.24935649574020796,train
CRSS24_202405548440_V2,24,0.0,0.0,0.0,0.2871064113655841,train
CRSS24_202405548446_V1,24,0.0,0.0,0.0,0.37867077658387616,train
CRSS24_202405548446_V2,24,0.0,0.0,0.0,0.2594894806992937,train
CRSS24_202405548450_V1,24,0.0,0.0,0.0,0.6451124587666971,train
CRSS24_202405548450_V2,24,0.0,0.0,0.0,0.07207124169731309,train
CRSS24_202405548470_V1,24,0.0,0.0,0.0,0.3856467531029244,train
CRSS24_202405548473_V1,24,0.0,0.0,0.0,0.050177000474691626,train
CRSS24_202405548473_V2,24,0.0,0.0,0.0,0.3863598127817642,train
CRSS24_202405548511_V1,24,0.0,0.0,0.0,0.8523735068394741,test
CRSS24_202405548512_V1,24,0.0,0.0,0.0,0.8656280508417702,test
CRSS24_202405548516_V1,24,0.0,0.0,0.0,0.010410654128159082,train
CRSS24_202405550479_V1,24,0.0,0.0,0.0,0.6822819480864056,train
CRSS24_202405550479_V2,24,0.0,0.0,0.0,0.44021552578551126,train
CRSS24_202405550491_V1,24,0.0,0.0,0.0,0.9181215648814387,test
CRSS24_202405550491_V2,24,0.0,0.0,0.0,0.7321375349378534,validation
CRSS24_202405550504_V1,24,0.0,0.0,0.0,0.9307474226063926,test
CRSS24_202405550504_V2,24,0.0,0.0,0.0,0.3826526499778621,train
CRSS24_202405550586_V1,24,0.0,0.0,0.0,0.9344540356971449,test
CRSS24_202405550586_V2,24,0.0,0.0,0.0,0.6727431997826191,train
CRSS24_202405550590_V1,24,0.0,0.0,0.0,0.7808283576231516,validation
CRSS24_202405550592_V1,24,0.0,0.0,0.0,0.7369941786716213,validation
CRSS24_202405550592_V2,24,0.0,0.0,0.0,0.5924074416031146,train
CRSS24_202405550618_V1,24,0.0,0.0,0.0,0.441752774976602,train
CRSS24_202405550623_V1,24,0.0,0.0,0.0,0.003035061993411524,train
CRSS24_202405550634_V1,24,0.0,0.0,0.0,0.7171423222676716,validation
CRSS24_202405551842_V1,24,0.0,0.0,0.0,0.08322807054110525,train
CRSS24_202405551851_V1,24,0.0,0.0,0.0,0.6243113841918091,train
CRSS24_202405551851_V2,24,0.0,0.0,0.0,0.249358128115851,train
CRSS24_202405551852_V1,24,0.0,0.0,0.0,0.8006393380464611,validation
CRSS24_202405551852_V2,24,0.0,0.0,0.0,0.049845504586083236,train
CRSS24_202405551864_V1,24,0.0,0.0,0.0,0.8113463054903193,validation
CRSS24_202405551864_V2,24,0.0,0.0,0.0,0.04330292577932191,train
CRSS24_202405551864_V3,24,0.0,0.0,0.0,0.2082994981222552,train
CRSS24_202405551888_V1,24,0.0,0.0,0.0,0.2913741965990919,train
CRSS24_202405551888_V2,24,0.0,0.0,0.0,0.7415507987005522,validation
CRSS24_202405551919_V1,24,1.0,0.9583333333333334,0.9583333333333334,0.6072610888181397,train
CRSS24_202405551922_V1,24,0.0,0.0,0.0,0.6492507915592871,train
CRSS24_202405551923_V1,24,0.0,0.0,0.0,0.8814228791467433,test
CRSS24_202405551924_V1,24,0.0,0.0,0.0,0.15804364209949123,train
CRSS24_202405551962_V1,24,0.0,0.0,0.0,0.9414681475473261,test
CRSS24_202405551972_V1,24,0.0,0.0,0.0,0.133041036579069,train
CRSS24_202405551972_V2,24,0.0,0.0,0.0,0.8556307113858943,test
CRSS24_202405552062_V1,24,0.0,0.0,0.0,0.6167947674674901,train
CRSS24_202405552091_V1,24,0.0,0.0,0.0,0.5067329680329964,train
CRSS24_202405552121_V1,24,0.0,0.0,0.0,0.5352285398485206,train
CRSS24_202405552121_V2,24,0.0,0.0,0.0,0.06576122391637443,train
CRSS24_202405552121_V3,24,0.0,0.0,0.0,0.42322939946857036,train
CRSS24_202405552179_V1,24,0.0,0.0,0.0,0.1425036981567982,train
CRSS24_202405552190_V1,24,0.0,0.0,0.0,0.3373989498562643,train
CRSS24_202405552222_V1,24,0.0,0.0,0.0,0.463993353877215,train
CRSS24_202405552222_V2,24,0.0,0.0,0.0,0.821861202088618,validation
CRSS24_202405552223_V1,24,1.0,0.9583333333333334,0.9583333333333334,0.1596640902943127,train
CRSS24_202405552227_V1,24,0.0,0.0,0.0,0.651631710504096,train
CRSS24_202405552227_V2,24,0.0,0.0,0.0,0.06091845572481827,train
