dataset,year,table,column_position,variable,role,family,identifier_flag,name_field_flag,survey_design_flag,candidate_feature,candidate_target,candidate_context,cyber_physical_relevance,occupant_relevance,vehicle_relevance,event_relevance,requires_codebook_verification
CRSS,2024,distract.csv,7,REGIONNAME,descriptive_label,vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,distract.csv,8,URBANICITY,candidate_feature,vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,distract.csv,9,URBANICITYNAME,descriptive_label,vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,distract.csv,10,STRATUM,survey_design,vehicle,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,distract.csv,11,STRATUMNAME,descriptive_label,vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,distract.csv,12,PJ,survey_design,vehicle,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,distract.csv,13,WEIGHT,survey_design,vehicle,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,distract.csv,14,DRDISTRACT,candidate_feature,vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,distract.csv,15,DRDISTRACTNAME,descriptive_label,vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,drimpair.csv,1,CASENUM,identifier,vehicle,True,False,False,False,False,True,False,False,False,False,False
CRSS,2024,drimpair.csv,2,VEH_NO,relational_identifier,vehicle,True,False,False,False,False,True,False,False,True,False,False
CRSS,2024,drimpair.csv,3,PSU,survey_design,vehicle,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,drimpair.csv,4,PSU_VAR,survey_design,vehicle,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,drimpair.csv,5,PSUSTRAT,survey_design,vehicle,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,drimpair.csv,6,REGION,identifier,vehicle,True,False,False,False,False,True,False,False,False,False,False
CRSS,2024,drimpair.csv,7,REGIONNAME,descriptive_label,vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,drimpair.csv,8,URBANICITY,candidate_feature,vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,drimpair.csv,9,URBANICITYNAME,descriptive_label,vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,drimpair.csv,10,STRATUM,survey_design,vehicle,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,drimpair.csv,11,STRATUMNAME,descriptive_label,vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,drimpair.csv,12,PJ,survey_design,vehicle,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,drimpair.csv,13,WEIGHT,survey_design,vehicle,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,drimpair.csv,14,DRIMPAIR,candidate_feature,vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,drimpair.csv,15,DRIMPAIRNAME,descriptive_label,vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,driverrf.csv,1,CASENUM,identifier,vehicle,True,False,False,False,False,True,False,False,False,False,False
CRSS,2024,driverrf.csv,2,VEH_NO,relational_identifier,vehicle,True,False,False,False,False,True,False,False,True,False,False
CRSS,2024,driverrf.csv,3,PSU,survey_design,vehicle,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,driverrf.csv,4,PSU_VAR,survey_design,vehicle,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,driverrf.csv,5,PSUSTRAT,survey_design,vehicle,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,driverrf.csv,6,REGION,identifier,vehicle,True,False,False,False,False,True,False,False,False,False,False
CRSS,2024,driverrf.csv,7,REGIONNAME,descriptive_label,vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,driverrf.csv,8,URBANICITY,candidate_feature,vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,driverrf.csv,9,URBANICITYNAME,descriptive_label,vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,driverrf.csv,10,STRATUM,survey_design,vehicle,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,driverrf.csv,11,STRATUMNAME,descriptive_label,vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,driverrf.csv,12,PJ,survey_design,vehicle,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,driverrf.csv,13,WEIGHT,survey_design,vehicle,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,driverrf.csv,14,DRIVERRF,candidate_feature,vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,driverrf.csv,15,DRIVERRFNAME,descriptive_label,vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,factor.csv,1,CASENUM,identifier,vehicle,True,False,False,False,False,True,False,False,False,False,False
CRSS,2024,factor.csv,2,VEH_NO,relational_identifier,vehicle,True,False,False,False,False,True,False,False,True,False,False
CRSS,2024,factor.csv,3,PSU,survey_design,vehicle,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,factor.csv,4,PSU_VAR,survey_design,vehicle,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,factor.csv,5,PSUSTRAT,survey_design,vehicle,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,factor.csv,6,REGION,identifier,vehicle,True,False,False,False,False,True,False,False,False,False,False
CRSS,2024,factor.csv,7,REGIONNAME,descriptive_label,vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,factor.csv,8,URBANICITY,candidate_feature,vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,factor.csv,9,URBANICITYNAME,descriptive_label,vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,factor.csv,10,STRATUM,survey_design,vehicle,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,factor.csv,11,STRATUMNAME,descriptive_label,vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,factor.csv,12,PJ,survey_design,vehicle,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,factor.csv,13,WEIGHT,survey_design,vehicle,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,factor.csv,14,VEHICLECC,candidate_feature,vehicle,False,False,False,True,False,False,False,False,True,False,True
CRSS,2024,factor.csv,15,VEHICLECCNAME,descriptive_label,vehicle,False,True,False,False,False,True,False,False,True,False,False
CRSS,2024,maneuver.csv,1,CASENUM,identifier,vehicle,True,False,False,False,False,True,False,False,False,False,False
CRSS,2024,maneuver.csv,2,VEH_NO,relational_identifier,vehicle,True,False,False,False,False,True,False,False,True,False,False
CRSS,2024,maneuver.csv,3,PSU,survey_design,vehicle,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,maneuver.csv,4,PSU_VAR,survey_design,vehicle,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,maneuver.csv,5,PSUSTRAT,survey_design,vehicle,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,maneuver.csv,6,REGION,identifier,vehicle,True,False,False,False,False,True,False,False,False,False,False
CRSS,2024,maneuver.csv,7,REGIONNAME,descriptive_label,vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,maneuver.csv,8,URBANICITY,candidate_feature,vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,maneuver.csv,9,URBANICITYNAME,descriptive_label,vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,maneuver.csv,10,STRATUM,survey_design,vehicle,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,maneuver.csv,11,STRATUMNAME,descriptive_label,vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,maneuver.csv,12,PJ,survey_design,vehicle,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,maneuver.csv,13,WEIGHT,survey_design,vehicle,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,maneuver.csv,14,MANEUVER,candidate_feature,vehicle,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,maneuver.csv,15,MANEUVERNAME,descriptive_label,vehicle,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,nmcrash.csv,1,CASENUM,identifier,occupant_person,True,False,False,False,False,True,False,False,False,False,False
CRSS,2024,nmcrash.csv,2,VEH_NO,relational_identifier,occupant_person,True,False,False,False,False,True,False,False,True,False,False
CRSS,2024,nmcrash.csv,3,PER_NO,relational_identifier,occupant_person,True,False,False,False,False,True,False,False,False,False,False
CRSS,2024,nmcrash.csv,4,PSU,survey_design,occupant_person,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,nmcrash.csv,5,PSU_VAR,survey_design,occupant_person,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,nmcrash.csv,6,PSUSTRAT,survey_design,occupant_person,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,nmcrash.csv,7,REGION,identifier,occupant_person,True,False,False,False,False,True,False,False,False,False,False
CRSS,2024,nmcrash.csv,8,REGIONNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,nmcrash.csv,9,URBANICITY,candidate_feature,occupant_person,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,nmcrash.csv,10,URBANICITYNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,nmcrash.csv,11,STRATUM,survey_design,occupant_person,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,nmcrash.csv,12,STRATUMNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,nmcrash.csv,13,PJ,survey_design,occupant_person,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,nmcrash.csv,14,WEIGHT,survey_design,occupant_person,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,nmcrash.csv,15,NMCC,candidate_feature,occupant_person,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,nmcrash.csv,16,NMCCNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,nmdistract.csv,1,CASENUM,identifier,occupant_person,True,False,False,False,False,True,False,False,False,False,False
CRSS,2024,nmdistract.csv,2,VEH_NO,relational_identifier,occupant_person,True,False,False,False,False,True,False,False,True,False,False
CRSS,2024,nmdistract.csv,3,PER_NO,relational_identifier,occupant_person,True,False,False,False,False,True,False,False,False,False,False
CRSS,2024,nmdistract.csv,4,PSU,survey_design,occupant_person,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,nmdistract.csv,5,PSU_VAR,survey_design,occupant_person,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,nmdistract.csv,6,PSUSTRAT,survey_design,occupant_person,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,nmdistract.csv,7,REGION,identifier,occupant_person,True,False,False,False,False,True,False,False,False,False,False
CRSS,2024,nmdistract.csv,8,REGIONNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,nmdistract.csv,9,URBANICITY,candidate_feature,occupant_person,False,False,False,True,False,False,False,False,False,False,False
CRSS,2024,nmdistract.csv,10,URBANICITYNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,nmdistract.csv,11,STRATUM,survey_design,occupant_person,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,nmdistract.csv,12,STRATUMNAME,descriptive_label,occupant_person,False,True,False,False,False,True,False,False,False,False,False
CRSS,2024,nmdistract.csv,13,PJ,survey_design,occupant_person,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,nmdistract.csv,14,WEIGHT,survey_design,occupant_person,False,False,True,False,False,False,False,False,False,False,False
CRSS,2024,nmdistract.csv,15,NMDISTRACT,candidate_feature,occupant_person,False,False,False,True,False,False,False,False,False,False,False
