dataset,year,table,column_position,variable
CRSS,2024,parkwork.csv,65,PTRLR3GVWRNAME
CRSS,2024,parkwork.csv,66,PMCARR_ID
CRSS,2024,parkwork.csv,67,PMCARR_IDNAME
CRSS,2024,parkwork.csv,68,PMCARR_I1
CRSS,2024,parkwork.csv,69,PMCARR_I1NAME
CRSS,2024,parkwork.csv,70,PMCARR_I2
CRSS,2024,parkwork.csv,71,PMCARR_I2NAME
CRSS,2024,parkwork.csv,72,PV_CONFIG
CRSS,2024,parkwork.csv,73,PV_CONFIGNAME
CRSS,2024,parkwork.csv,74,PCARGTYP
CRSS,2024,parkwork.csv,75,PCARGTYPNAME
CRSS,2024,parkwork.csv,76,PHAZ_INV
CRSS,2024,parkwork.csv,77,PHAZ_INVNAME
CRSS,2024,parkwork.csv,78,PHAZPLAC
CRSS,2024,parkwork.csv,79,PHAZPLACNAME
CRSS,2024,parkwork.csv,80,PHAZ_ID
CRSS,2024,parkwork.csv,81,PHAZ_IDNAME
CRSS,2024,parkwork.csv,82,PHAZ_CNO
CRSS,2024,parkwork.csv,83,PHAZ_CNONAME
CRSS,2024,parkwork.csv,84,PHAZ_REL
CRSS,2024,parkwork.csv,85,PHAZ_RELNAME
CRSS,2024,parkwork.csv,86,PBUS_USE
CRSS,2024,parkwork.csv,87,PBUS_USENAME
CRSS,2024,parkwork.csv,88,PSP_USE
CRSS,2024,parkwork.csv,89,PSP_USENAME
CRSS,2024,parkwork.csv,90,PEM_USE
CRSS,2024,parkwork.csv,91,PEM_USENAME
CRSS,2024,parkwork.csv,92,PUNDEROVERRIDE
CRSS,2024,parkwork.csv,93,PUNDEROVERRIDENAME
CRSS,2024,parkwork.csv,94,PIMPACT1
CRSS,2024,parkwork.csv,95,PIMPACT1NAME
CRSS,2024,parkwork.csv,96,PVEH_SEV
CRSS,2024,parkwork.csv,97,PVEH_SEVNAME
CRSS,2024,parkwork.csv,98,PTOWED
CRSS,2024,parkwork.csv,99,PTOWEDNAME
CRSS,2024,parkwork.csv,100,PM_HARM
CRSS,2024,parkwork.csv,101,PM_HARMNAME
CRSS,2024,parkwork.csv,102,PFIRE
CRSS,2024,parkwork.csv,103,PFIRENAME
CRSS,2024,parkwork.csv,104,PMAK_MOD
CRSS,2024,parkwork.csv,105,PMAK_MODNAME
CRSS,2024,pbtype.csv,1,CASENUM
CRSS,2024,pbtype.csv,2,VEH_NO
CRSS,2024,pbtype.csv,3,PER_NO
CRSS,2024,pbtype.csv,4,PSU
CRSS,2024,pbtype.csv,5,PSU_VAR
CRSS,2024,pbtype.csv,6,PSUSTRAT
CRSS,2024,pbtype.csv,7,REGION
CRSS,2024,pbtype.csv,8,REGIONNAME
CRSS,2024,pbtype.csv,9,URBANICITY
CRSS,2024,pbtype.csv,10,URBANICITYNAME
CRSS,2024,pbtype.csv,11,STRATUM
CRSS,2024,pbtype.csv,12,STRATUMNAME
CRSS,2024,pbtype.csv,13,PJ
CRSS,2024,pbtype.csv,14,WEIGHT
CRSS,2024,pbtype.csv,15,PBAGE
CRSS,2024,pbtype.csv,16,PBAGENAME
CRSS,2024,pbtype.csv,17,PBSEX
CRSS,2024,pbtype.csv,18,PBSEXNAME
CRSS,2024,pbtype.csv,19,PBPTYPE
CRSS,2024,pbtype.csv,20,PBPTYPENAME
CRSS,2024,pbtype.csv,21,PBCWALK
CRSS,2024,pbtype.csv,22,PBCWALKNAME
CRSS,2024,pbtype.csv,23,PBSWALK
CRSS,2024,pbtype.csv,24,PBSWALKNAME
CRSS,2024,pbtype.csv,25,PBSZONE
CRSS,2024,pbtype.csv,26,PBSZONENAME
CRSS,2024,pbtype.csv,27,PEDCTYPE
CRSS,2024,pbtype.csv,28,PEDCTYPENAME
CRSS,2024,pbtype.csv,29,BIKECTYPE
CRSS,2024,pbtype.csv,30,BIKECTYPENAME
CRSS,2024,pbtype.csv,31,PEDLOC
CRSS,2024,pbtype.csv,32,PEDLOCNAME
CRSS,2024,pbtype.csv,33,BIKELOC
CRSS,2024,pbtype.csv,34,BIKELOCNAME
CRSS,2024,pbtype.csv,35,PEDPOS
CRSS,2024,pbtype.csv,36,PEDPOSNAME
CRSS,2024,pbtype.csv,37,BIKEPOS
CRSS,2024,pbtype.csv,38,BIKEPOSNAME
CRSS,2024,pbtype.csv,39,PEDDIR
CRSS,2024,pbtype.csv,40,PEDDIRNAME
CRSS,2024,pbtype.csv,41,BIKEDIR
CRSS,2024,pbtype.csv,42,BIKEDIRNAME
CRSS,2024,pbtype.csv,43,MOTDIR
CRSS,2024,pbtype.csv,44,MOTDIRNAME
CRSS,2024,pbtype.csv,45,MOTMAN
CRSS,2024,pbtype.csv,46,MOTMANNAME
CRSS,2024,pbtype.csv,47,PEDLEG
CRSS,2024,pbtype.csv,48,PEDLEGNAME
CRSS,2024,pbtype.csv,49,PEDSNR
CRSS,2024,pbtype.csv,50,PEDSNRNAME
CRSS,2024,pbtype.csv,51,PEDCGP
CRSS,2024,pbtype.csv,52,PEDCGPNAME
CRSS,2024,pbtype.csv,53,BIKECGP
CRSS,2024,pbtype.csv,54,BIKECGPNAME
CRSS,2024,person.csv,1,CASENUM
CRSS,2024,person.csv,2,VE_FORMS
CRSS,2024,person.csv,3,VEH_NO
CRSS,2024,person.csv,4,PER_NO
CRSS,2024,person.csv,5,PSU
CRSS,2024,person.csv,6,PSU_VAR
CRSS,2024,person.csv,7,PSUSTRAT
CRSS,2024,person.csv,8,REGION
CRSS,2024,person.csv,9,REGIONNAME
CRSS,2024,person.csv,10,URBANICITY
CRSS,2024,person.csv,11,URBANICITYNAME
CRSS,2024,person.csv,12,STRATUM
CRSS,2024,person.csv,13,STRATUMNAME
CRSS,2024,person.csv,14,PJ
CRSS,2024,person.csv,15,WEIGHT
CRSS,2024,person.csv,16,MONTH
CRSS,2024,person.csv,17,MONTHNAME
CRSS,2024,person.csv,18,HOUR
CRSS,2024,person.csv,19,HOURNAME
CRSS,2024,person.csv,20,MINUTE
CRSS,2024,person.csv,21,MINUTENAME
CRSS,2024,person.csv,22,HARM_EV
CRSS,2024,person.csv,23,HARM_EVNAME
CRSS,2024,person.csv,24,MAN_COLL
CRSS,2024,person.csv,25,MAN_COLLNAME
CRSS,2024,person.csv,26,SCH_BUS
CRSS,2024,person.csv,27,SCH_BUSNAME
CRSS,2024,person.csv,28,MOD_YEAR
CRSS,2024,person.csv,29,MOD_YEARNAME
CRSS,2024,person.csv,30,VPICMAKE
CRSS,2024,person.csv,31,VPICMAKENAME
CRSS,2024,person.csv,32,VPICMODEL
CRSS,2024,person.csv,33,VPICMODELNAME
CRSS,2024,person.csv,34,VPICBODYCLASS
CRSS,2024,person.csv,35,VPICBODYCLASSNAME
CRSS,2024,person.csv,36,MAKE
CRSS,2024,person.csv,37,MAKENAME
CRSS,2024,person.csv,38,BODY_TYP
CRSS,2024,person.csv,39,BODY_TYPNAME
CRSS,2024,person.csv,40,ICFINALBODY
CRSS,2024,person.csv,41,ICFINALBODYNAME
CRSS,2024,person.csv,42,GVWR_FROM
CRSS,2024,person.csv,43,GVWR_FROMNAME
CRSS,2024,person.csv,44,GVWR_TO
CRSS,2024,person.csv,45,GVWR_TONAME
CRSS,2024,person.csv,46,TOW_VEH
CRSS,2024,person.csv,47,TOW_VEHNAME
CRSS,2024,person.csv,48,AGE
CRSS,2024,person.csv,49,AGENAME
CRSS,2024,person.csv,50,AGE_IM
CRSS,2024,person.csv,51,AGE_IMNAME
CRSS,2024,person.csv,52,SEX
CRSS,2024,person.csv,53,SEXNAME
CRSS,2024,person.csv,54,SEX_IM
CRSS,2024,person.csv,55,SEX_IMNAME
CRSS,2024,person.csv,56,PER_TYP
CRSS,2024,person.csv,57,PER_TYPNAME
CRSS,2024,person.csv,58,DEVTYPE
CRSS,2024,person.csv,59,DEVTYPENAME
CRSS,2024,person.csv,60,DEVMOTOR
CRSS,2024,person.csv,61,DEVMOTORNAME
CRSS,2024,person.csv,62,INJ_SEV
CRSS,2024,person.csv,63,INJ_SEVNAME
CRSS,2024,person.csv,64,INJSEV_IM
CRSS,2024,person.csv,65,INJSEV_IMNAME
CRSS,2024,person.csv,66,SEAT_POS
CRSS,2024,person.csv,67,SEAT_POSNAME
CRSS,2024,person.csv,68,SEAT_IM
CRSS,2024,person.csv,69,SEAT_IMNAME
CRSS,2024,person.csv,70,REST_USE
CRSS,2024,person.csv,71,REST_USENAME
CRSS,2024,person.csv,72,REST_MIS
CRSS,2024,person.csv,73,REST_MISNAME
CRSS,2024,person.csv,74,HELM_USE
CRSS,2024,person.csv,75,HELM_USENAME
CRSS,2024,person.csv,76,HELM_MIS
CRSS,2024,person.csv,77,HELM_MISNAME
CRSS,2024,person.csv,78,AIR_BAG
CRSS,2024,person.csv,79,AIR_BAGNAME
CRSS,2024,person.csv,80,EJECTION
CRSS,2024,person.csv,81,EJECTIONNAME
CRSS,2024,person.csv,82,EJECT_IM
CRSS,2024,person.csv,83,EJECT_IMNAME
CRSS,2024,person.csv,84,DRINKING
CRSS,2024,person.csv,85,DRINKINGNAME
CRSS,2024,person.csv,86,PERALCH_IM
CRSS,2024,person.csv,87,PERALCH_IMNAME
CRSS,2024,person.csv,88,ALC_STATUS
CRSS,2024,person.csv,89,ALC_STATUSNAME
CRSS,2024,person.csv,90,ATST_TYP
CRSS,2024,person.csv,91,ATST_TYPNAME
CRSS,2024,person.csv,92,ALC_RES
CRSS,2024,person.csv,93,ALC_RESNAME
CRSS,2024,person.csv,94,DRUGS
CRSS,2024,person.csv,95,DRUGSNAME
CRSS,2024,person.csv,96,HOSPITAL
CRSS,2024,person.csv,97,HOSPITALNAME
CRSS,2024,person.csv,98,STR_VEH
CRSS,2024,person.csv,99,LOCATION
CRSS,2024,person.csv,100,LOCATIONNAME
CRSS,2024,person.csv,101,SPEC_USE
CRSS,2024,person.csv,102,SPEC_USENAME
CRSS,2024,person.csv,103,EMER_USE
CRSS,2024,person.csv,104,EMER_USENAME
CRSS,2024,person.csv,105,ROLLOVER
CRSS,2024,person.csv,106,ROLLOVERNAME
CRSS,2024,person.csv,107,IMPACT1
CRSS,2024,person.csv,108,IMPACT1NAME
CRSS,2024,person.csv,109,FIRE_EXP
CRSS,2024,person.csv,110,FIRE_EXPNAME
CRSS,2024,person.csv,111,MAK_MOD
CRSS,2024,person.csv,112,MAK_MODNAME
CRSS,2024,personrf.csv,1,CASENUM
CRSS,2024,personrf.csv,2,VEH_NO
CRSS,2024,personrf.csv,3,PER_NO
CRSS,2024,personrf.csv,4,PSU
CRSS,2024,personrf.csv,5,PSU_VAR
CRSS,2024,personrf.csv,6,PSUSTRAT
CRSS,2024,personrf.csv,7,REGION
CRSS,2024,personrf.csv,8,REGIONNAME
CRSS,2024,personrf.csv,9,URBANICITY
CRSS,2024,personrf.csv,10,URBANICITYNAME
CRSS,2024,personrf.csv,11,STRATUM
CRSS,2024,personrf.csv,12,STRATUMNAME
CRSS,2024,personrf.csv,13,PJ
CRSS,2024,personrf.csv,14,WEIGHT
