timestamp_s,step,vehicle_id,scenario,VehicleSpeed,WheelSpeedFL,WheelSpeedFR,SteeringAngle,Accelerator,BrakePressure,BrakeStatus,RegenCommand,VCUState,MotorRPM,HVVoltage,HVCurrent,BatteryTemperature,CellVoltageDeviation,CellTemperatureDeviation,BMSState,PrechargeState,InverterTemperature,ChargingState,CrashEventStatus,ImpactSeverity,RolloverStatus,LongitudinalAcceleration,LateralAcceleration,YawRate,VCUHeartbeat,BMSHeartbeat,InverterHeartbeat,GatewayHeartbeat,DiagnosticState,wheel_speed_mean,speed_wheel_speed_error,estimated_hv_power_kw,battery_temperature_abs,cell_voltage_deviation_abs,cell_temperature_deviation_abs,steering_yaw_joint_magnitude,can_frame_interval_s,laboratory_generated,physical_vehicle,direct_actuation,TorqueCommand,RegenAvailable,SOC,SOH,IsolationStatus,ContactorState,TorqueFeedback,MotorTemperature,InverterState,SequenceCounter,ConnectorState,ChargeCurrent,IntegrityStatus,GatewayIntegrity,AuxBatteryVoltage,AuxBatteryStatus,DriverSeatbelt,PassengerSeatbelt,DriverPretensioner,PassengerPretensioner,RestraintDiagnostic,RestraintIntegrity,RestraintSequence,DriverAirbag,PassengerAirbag,SideAirbag,CurtainAirbag,DriverOccupant,PassengerOccupant,DriverPosition,PassengerPosition,RCMHeartbeat,OccupantSensorHeartbeat,RestraintGatewayHeartbeat,RestraintSequenceCounter
0.5,10,EV-LAB-001,NORMAL_BASELINE,61.58,61.730000000000004,61.39,1.0,32.4,0.0,0.0,4.800000000000001,2.0,3387.0,398.0,80.10000000000001,31.0,0.014,2.2,2.0,2.0,65.0,0.0,0.0,0.0,0.0,0.32,0.0,0.9,1.0,1.0,1.0,1.0,0.0,61.56,0.01999999999999602,31.879800000000003,31.0,0.014,2.2,1.9,0.05,True,False,False,115.0,1.0,80.0,98.0,1.0,1.0,115.5,77.0,2.0,10.0,0.0,0.0,1.0,1.0,12.620000000000001,1.0,1.0,1.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,1.0,1.0,1.0,10.0
0.55,11,EV-LAB-001,NORMAL_BASELINE,61.730000000000004,62.02,61.57,1.1,33.2,0.0,0.0,4.800000000000001,2.0,3395.0,399.1,81.7,31.0,0.016,2.0,2.0,2.0,65.0,0.0,0.0,0.0,0.0,0.32,0.0,0.9,1.0,1.0,1.0,1.0,0.0,61.795,0.06499999999999773,32.60647,31.0,0.016,2.0,2.0,0.05,True,False,False,115.80000000000001,1.0,80.0,98.0,1.0,1.0,116.80000000000001,77.0,2.0,11.0,0.0,0.0,1.0,1.0,12.66,1.0,1.0,1.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,1.0,1.0,1.0,11.0
0.6,12,EV-LAB-001,NORMAL_BASELINE,61.89,62.15,61.730000000000004,1.2000000000000002,32.0,0.0,0.0,4.800000000000001,2.0,3404.0,398.70000000000005,79.30000000000001,31.0,0.013000000000000001,1.9000000000000001,2.0,2.0,65.0,0.0,0.0,0.0,0.0,0.32,0.01,0.9,1.0,1.0,1.0,1.0,0.0,61.94,0.04999999999999716,31.616910000000008,31.0,0.013000000000000001,1.9000000000000001,2.1,0.05,True,False,False,114.2,1.0,80.0,98.0,1.0,1.0,114.60000000000001,77.0,2.0,12.0,0.0,0.0,1.0,1.0,12.540000000000001,1.0,1.0,1.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,1.0,1.0,1.0,12.0
0.65,13,EV-LAB-001,NORMAL_BASELINE,62.04,62.33,61.84,1.3,33.6,0.0,0.0,4.800000000000001,2.0,3412.0,398.8,82.5,30.0,0.013000000000000001,2.0,2.0,2.0,65.0,0.0,0.0,0.0,0.0,0.31,0.0,1.1,1.0,1.0,1.0,1.0,0.0,62.085,0.045000000000001705,32.901,30.0,0.013000000000000001,2.0,2.4000000000000004,0.05,True,False,False,116.4,1.0,80.0,98.0,1.0,1.0,115.60000000000001,78.0,2.0,13.0,0.0,0.0,1.0,1.0,12.63,1.0,1.0,1.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,1.0,1.0,1.0,13.0
0.7,14,EV-LAB-001,NORMAL_BASELINE,62.190000000000005,62.42,61.99,1.4000000000000001,35.2,0.0,0.0,4.800000000000001,2.0,3421.0,398.70000000000005,82.30000000000001,30.0,0.012,2.0,2.0,2.0,64.0,0.0,0.0,0.0,0.0,0.31,0.01,1.1,1.0,1.0,1.0,1.0,0.0,62.205,0.014999999999993463,32.81301000000001,30.0,0.012,2.0,2.5,0.05,True,False,False,118.2,1.0,80.0,98.0,1.0,1.0,117.60000000000001,77.0,2.0,14.0,0.0,0.0,1.0,1.0,12.68,1.0,1.0,1.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,1.0,1.0,1.0,14.0
0.75,15,EV-LAB-001,NORMAL_BASELINE,62.35,62.58,62.28,1.5,36.0,0.0,0.0,4.800000000000001,2.0,3429.0,398.0,82.9,31.0,0.013000000000000001,2.2,2.0,2.0,65.0,0.0,0.0,0.0,0.0,0.31,0.0,1.2000000000000002,1.0,1.0,1.0,1.0,0.0,62.43,0.0799999999999983,32.994200000000006,31.0,0.013000000000000001,2.2,2.7,0.05,True,False,False,119.2,1.0,80.0,98.0,1.0,1.0,117.9,77.0,2.0,15.0,0.0,0.0,1.0,1.0,12.58,1.0,1.0,1.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,1.0,1.0,1.0,15.0
0.8,16,EV-LAB-001,NORMAL_BASELINE,62.5,62.85,62.33,1.6,34.800000000000004,0.0,0.0,4.800000000000001,2.0,3437.0,398.8,82.7,30.0,0.01,2.0,2.0,2.0,66.0,0.0,0.0,0.0,0.0,0.31,0.0,1.3,1.0,1.0,1.0,1.0,0.0,62.59,0.09000000000000341,32.980760000000004,30.0,0.01,2.0,2.9000000000000004,0.05,True,False,False,117.60000000000001,1.0,80.0,98.0,1.0,1.0,120.80000000000001,78.0,2.0,16.0,0.0,0.0,1.0,1.0,12.58,1.0,1.0,1.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,1.0,1.0,1.0,16.0
0.85,17,EV-LAB-001,NORMAL_BASELINE,62.65,62.800000000000004,62.38,1.7000000000000002,32.0,0.0,0.0,4.800000000000001,2.0,3446.0,398.8,81.5,31.0,0.014,1.9000000000000001,2.0,2.0,65.0,0.0,0.0,0.0,0.0,0.31,0.0,1.4000000000000001,1.0,1.0,1.0,1.0,0.0,62.59,0.05999999999999517,32.5022,31.0,0.014,1.9000000000000001,3.1000000000000005,0.05,True,False,False,114.2,1.0,80.0,98.0,1.0,1.0,113.7,77.0,2.0,17.0,0.0,0.0,1.0,1.0,12.66,1.0,1.0,1.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,1.0,1.0,1.0,17.0
0.9,18,EV-LAB-001,NORMAL_BASELINE,62.79,63.120000000000005,62.63,1.8,34.4,0.0,0.0,4.800000000000001,2.0,3454.0,398.5,84.30000000000001,31.0,0.009000000000000001,1.9000000000000001,2.0,2.0,66.0,0.0,0.0,0.0,0.0,0.3,0.01,1.4000000000000001,1.0,1.0,1.0,1.0,0.0,62.875,0.08500000000000085,33.59355,31.0,0.009000000000000001,1.9000000000000001,3.2,0.05,True,False,False,117.10000000000001,1.0,80.0,98.0,1.0,1.0,117.60000000000001,78.0,2.0,18.0,0.0,0.0,1.0,1.0,12.55,1.0,1.0,1.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,1.0,1.0,1.0,18.0
0.95,19,EV-LAB-001,NORMAL_BASELINE,62.940000000000005,63.01,62.59,1.9000000000000001,34.0,0.0,0.0,4.800000000000001,2.0,3462.0,398.1,79.9,31.0,0.013000000000000001,2.1,2.0,2.0,66.0,0.0,0.0,0.0,0.0,0.3,0.01,1.5,1.0,1.0,1.0,1.0,0.0,62.8,0.14000000000000767,31.808190000000003,31.0,0.013000000000000001,2.1,3.4000000000000004,0.05,True,False,False,117.0,1.0,80.0,98.0,1.0,1.0,115.80000000000001,78.0,2.0,19.0,0.0,0.0,1.0,1.0,12.65,1.0,1.0,1.0,0.0,0.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,1.0,1.0,1.0,19.0
1.0,20,EV-LAB-001,NORMAL_BASELINE,63.09,63.33,62.84,2.0,32.4,0.0,0.0,4.800000000000001,2.0,3470.0,398.70000000000005,79.9,30.0,0.013000000000000001,2.3000000000000003,2.0,2.0,66.0,0.0,0.0,0.0,0.0,0.3,0.01,1.5,1.0,1.0,1.0,1.0,0.0,63.085,0.005000000000002558,31.856130000000004,30.0,0.013000000000000001,2.3000000000000003,3.5,0.05,True,False,False,114.7,1.0,80.0,98.0,1.0,1.0,114.9,78.0,2.0,20.0,0.0,0.0,1.0,1.0,12.58,1.0,1.0,1.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,1.0,1.0,1.0,20.0
1.05,21,EV-LAB-001,NORMAL_BASELINE,63.230000000000004,63.480000000000004,62.93,2.1,35.6,0.0,0.0,4.800000000000001,2.0,3478.0,399.0,82.4,31.0,0.01,2.0,2.0,2.0,65.0,0.0,0.0,0.0,0.0,0.3,0.01,1.6,1.0,1.0,1.0,1.0,0.0,63.205,0.025000000000005684,32.87760000000001,31.0,0.01,2.0,3.7,0.05,True,False,False,118.7,1.0,80.0,98.0,1.0,1.0,120.10000000000001,78.0,2.0,21.0,0.0,0.0,1.0,1.0,12.68,1.0,1.0,1.0,0.0,0.0,0.0,1.0,21.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,1.0,1.0,1.0,21.0
1.1,22,EV-LAB-001,NORMAL_BASELINE,63.38,63.67,63.03,2.1,34.0,0.0,0.0,4.800000000000001,2.0,3486.0,398.8,79.9,30.0,0.014,2.2,2.0,2.0,67.0,0.0,0.0,0.0,0.0,0.29,0.01,1.7000000000000002,1.0,1.0,1.0,1.0,0.0,63.35,0.030000000000001137,31.864120000000003,30.0,0.014,2.2,3.8000000000000003,0.05,True,False,False,117.0,1.0,80.0,98.0,1.0,1.0,117.7,79.0,2.0,22.0,0.0,0.0,1.0,1.0,12.52,1.0,1.0,1.0,0.0,0.0,0.0,1.0,22.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,1.0,1.0,1.0,22.0
1.15,23,EV-LAB-001,NORMAL_BASELINE,63.52,63.83,63.17,2.2,33.2,0.0,0.0,4.800000000000001,2.0,3494.0,398.90000000000003,79.30000000000001,31.0,0.011,2.0,2.0,2.0,67.0,0.0,0.0,0.0,0.0,0.29,0.01,1.8,1.0,1.0,1.0,1.0,0.0,63.5,0.020000000000003126,31.632770000000008,31.0,0.011,2.0,4.0,0.05,True,False,False,116.0,1.0,80.0,98.0,1.0,1.0,119.0,78.0,2.0,23.0,0.0,0.0,1.0,1.0,12.540000000000001,1.0,1.0,1.0,0.0,0.0,0.0,1.0,23.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,1.0,1.0,1.0,23.0
1.2,24,EV-LAB-001,NORMAL_BASELINE,63.660000000000004,63.940000000000005,63.61,2.3000000000000003,34.4,0.0,0.0,4.800000000000001,2.0,3501.0,398.8,82.30000000000001,30.0,0.016,2.1,2.0,2.0,66.0,0.0,0.0,0.0,0.0,0.29,0.01,1.9000000000000001,1.0,1.0,1.0,1.0,0.0,63.775000000000006,0.11500000000000199,32.82124,30.0,0.016,2.1,4.2,0.05,True,False,False,117.4,1.0,80.0,98.0,1.0,1.0,116.4,78.0,2.0,24.0,0.0,0.0,1.0,1.0,12.57,1.0,1.0,1.0,0.0,0.0,0.0,1.0,24.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,1.0,1.0,1.0,24.0
1.25,25,EV-LAB-001,NORMAL_BASELINE,63.800000000000004,64.15,63.59,2.4000000000000004,34.800000000000004,0.0,0.0,4.800000000000001,2.0,3509.0,398.90000000000003,82.4,31.0,0.013000000000000001,2.0,2.0,2.0,66.0,0.0,0.0,0.0,0.0,0.28,0.01,1.9000000000000001,1.0,1.0,1.0,1.0,0.0,63.870000000000005,0.07000000000000028,32.86936000000001,31.0,0.013000000000000001,2.0,4.300000000000001,0.05,True,False,False,117.9,1.0,80.0,98.0,1.0,1.0,117.80000000000001,78.0,2.0,25.0,0.0,0.0,1.0,1.0,12.57,1.0,1.0,1.0,0.0,0.0,0.0,1.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,1.0,1.0,1.0,25.0
1.3,26,EV-LAB-001,NORMAL_BASELINE,63.940000000000005,64.11,63.81,2.5,36.4,0.0,0.0,4.800000000000001,2.0,3517.0,397.90000000000003,83.4,31.0,0.009000000000000001,2.0,2.0,2.0,66.0,0.0,0.0,0.0,0.0,0.28,0.01,2.1,1.0,1.0,1.0,1.0,0.0,63.96,0.01999999999999602,33.18486000000001,31.0,0.009000000000000001,2.0,4.6,0.05,True,False,False,119.7,1.0,80.0,98.0,1.0,1.0,119.7,78.0,2.0,26.0,0.0,0.0,1.0,1.0,12.57,1.0,1.0,1.0,0.0,0.0,0.0,1.0,26.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,1.0,1.0,1.0,26.0
1.35,27,EV-LAB-001,NORMAL_BASELINE,64.08,64.26,64.02,2.6,34.4,0.0,0.0,4.800000000000001,2.0,3524.0,398.3,82.5,31.0,0.013000000000000001,2.2,2.0,2.0,67.0,0.0,0.0,0.0,0.0,0.28,0.01,2.0,1.0,1.0,1.0,1.0,0.0,64.14,0.060000000000002274,32.85975,31.0,0.013000000000000001,2.2,4.6,0.05,True,False,False,117.2,1.0,80.0,98.0,1.0,1.0,118.7,78.0,2.0,27.0,0.0,0.0,1.0,1.0,12.57,1.0,1.0,1.0,0.0,0.0,0.0,1.0,27.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,1.0,1.0,1.0,27.0
1.4,28,EV-LAB-001,NORMAL_BASELINE,64.21000000000001,64.43,64.11,2.6,33.6,0.0,0.0,4.800000000000001,2.0,3532.0,398.3,80.7,30.0,0.012,1.7000000000000002,2.0,2.0,66.0,0.0,0.0,0.0,0.0,0.27,0.01,2.1,1.0,1.0,1.0,1.0,0.0,64.27000000000001,0.060000000000002274,32.142810000000004,30.0,0.012,1.7000000000000002,4.7,0.05,True,False,False,116.5,1.0,80.0,98.0,1.0,1.0,117.4,78.0,2.0,28.0,0.0,0.0,1.0,1.0,12.58,1.0,1.0,1.0,0.0,0.0,0.0,1.0,28.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,1.0,1.0,1.0,28.0
1.45,29,EV-LAB-001,NORMAL_BASELINE,64.34,64.68,64.19,2.7,35.2,0.0,0.0,4.800000000000001,2.0,3539.0,398.40000000000003,82.30000000000001,31.0,0.012,2.0,2.0,2.0,66.0,0.0,0.0,0.0,0.0,0.27,0.01,2.1,1.0,1.0,1.0,1.0,0.0,64.435,0.09499999999999886,32.788320000000006,31.0,0.012,2.0,4.800000000000001,0.05,True,False,False,118.5,1.0,80.0,98.0,1.0,1.0,116.2,79.0,2.0,29.0,0.0,0.0,1.0,1.0,12.59,1.0,1.0,1.0,0.0,0.0,0.0,1.0,29.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,1.0,1.0,1.0,29.0
1.5,30,EV-LAB-001,NORMAL_BASELINE,64.47,64.63,64.33,2.8000000000000003,34.4,0.0,0.0,4.800000000000001,2.0,3546.0,398.6,82.0,31.0,0.009000000000000001,2.1,2.0,2.0,67.0,0.0,0.0,0.0,0.0,0.27,0.01,2.3000000000000003,1.0,1.0,1.0,1.0,0.0,64.47999999999999,0.009999999999990905,32.6852,31.0,0.009000000000000001,2.1,5.1000000000000005,0.05,True,False,False,117.2,1.0,80.0,98.0,1.0,1.0,117.2,79.0,2.0,30.0,0.0,0.0,1.0,1.0,12.69,1.0,1.0,1.0,0.0,0.0,0.0,1.0,30.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,1.0,1.0,1.0,30.0
1.55,31,EV-LAB-001,NORMAL_BASELINE,64.6,64.83,64.4,2.9000000000000004,33.6,0.0,0.0,4.800000000000001,2.0,3553.0,398.0,78.9,30.0,0.009000000000000001,2.2,2.0,2.0,66.0,0.0,0.0,0.0,0.0,0.26,0.01,2.4000000000000004,1.0,1.0,1.0,1.0,0.0,64.61500000000001,0.01500000000001478,31.4022,30.0,0.009000000000000001,2.2,5.300000000000001,0.05,True,False,False,116.4,1.0,80.0,98.0,1.0,1.0,117.10000000000001,78.0,2.0,31.0,0.0,0.0,1.0,1.0,12.55,1.0,1.0,1.0,0.0,0.0,0.0,1.0,31.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,1.0,1.0,1.0,31.0
1.6,32,EV-LAB-001,NORMAL_BASELINE,64.73,65.03,64.44,2.9000000000000004,34.4,0.0,0.0,4.800000000000001,2.0,3560.0,398.6,83.60000000000001,31.0,0.01,1.9000000000000001,2.0,2.0,67.0,0.0,0.0,0.0,0.0,0.26,0.01,2.3000000000000003,1.0,1.0,1.0,1.0,0.0,64.735,0.0049999999999954525,33.32296000000001,31.0,0.01,1.9000000000000001,5.200000000000001,0.05,True,False,False,117.4,1.0,80.0,98.0,1.0,1.0,117.60000000000001,78.0,2.0,32.0,0.0,0.0,1.0,1.0,12.620000000000001,1.0,1.0,1.0,0.0,0.0,0.0,1.0,32.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,1.0,1.0,1.0,32.0
1.65,33,EV-LAB-001,NORMAL_BASELINE,64.86,65.1,64.73,3.0,35.2,0.0,0.0,4.800000000000001,2.0,3567.0,398.5,82.5,31.0,0.013000000000000001,1.9000000000000001,2.0,2.0,65.0,0.0,0.0,0.0,0.0,0.26,0.01,2.4000000000000004,1.0,1.0,1.0,1.0,0.0,64.91499999999999,0.05499999999999261,32.87625,31.0,0.013000000000000001,1.9000000000000001,5.4,0.05,True,False,False,118.4,1.0,80.0,98.0,1.0,1.0,120.7,79.0,2.0,33.0,0.0,0.0,1.0,1.0,12.64,1.0,1.0,1.0,0.0,0.0,0.0,1.0,33.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,1.0,1.0,1.0,33.0
