timestamp_s,hmi_safety_state,driver_seatbelt,passenger_seatbelt,driver_occupant,passenger_occupant,driver_airbag,passenger_airbag,side_airbag,curtain_airbag,restraint_integrity,restraint_diagnostic,rcm_heartbeat,occupant_sensor_heartbeat,gateway_heartbeat,restraint_sequence,scenario,connectivity_state,forensic_state,synchronization_state,soc_handoff_state,laboratory_generated,physical_vehicle,direct_actuation
1.9,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,38,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
1.95,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,39,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
2.0,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,40,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
2.05,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,41,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
2.1,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,42,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
2.15,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,43,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
2.2,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,44,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
2.25,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,45,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
2.3,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,46,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
2.35,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,47,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
2.4,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,48,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
2.45,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,49,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
2.5,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,50,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
2.55,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,51,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
2.6,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,52,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
2.65,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,53,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
2.7,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,54,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
2.75,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,55,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
2.8,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,56,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
2.85,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,57,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
2.9,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,58,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
2.95,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,59,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
3.0,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,60,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
3.05,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,61,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
3.1,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,62,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
3.15,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,63,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
3.2,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,64,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
3.25,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,65,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
3.3,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,66,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
3.35,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,67,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
3.4,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,68,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
3.45,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,69,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
3.5,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,70,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
3.55,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,71,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
3.6,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,72,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
3.65,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,73,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
3.7,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,74,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
3.75,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,75,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
3.8,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,76,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
3.85,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,77,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
3.9,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,78,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
3.95,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,79,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
4.0,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,80,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
4.05,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,81,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
4.1,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,82,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
4.15,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,83,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
4.2,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,84,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
4.25,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,85,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
4.3,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,86,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
4.35,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,87,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
4.4,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,88,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
4.45,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,89,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
4.5,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,90,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
4.55,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,91,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
4.6,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,92,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
4.65,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,93,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
4.7,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,94,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
4.75,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,95,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
4.8,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,96,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
4.85,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,97,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
4.9,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,98,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
4.95,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,99,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
5.0,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,100,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
5.05,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,101,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
5.1,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,102,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
5.15,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,103,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
5.2,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,104,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
5.25,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,105,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
5.3,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,106,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
5.35,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,107,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
5.4,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,108,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
5.45,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,109,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
5.5,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,110,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
5.55,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,111,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
5.6,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,112,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
5.65,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,113,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
5.7,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,114,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
5.75,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,115,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
5.8,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,116,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
5.85,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,117,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
5.9,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,118,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
5.95,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,119,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
6.0,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,120,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
6.05,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,121,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
6.1,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,122,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
6.15,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,123,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
6.2,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,124,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
6.25,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,125,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
6.3,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,126,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
6.35,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,127,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
6.4,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,128,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
6.45,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,129,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
6.5,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,130,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
6.55,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,131,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
6.6,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,132,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
6.65,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,133,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
6.7,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,134,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
6.75,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,135,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
6.8,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,136,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
6.85,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,137,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
6.9,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,138,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
6.95,NORMAL,1,1,1,1,0,0,0,0,1,0,1,1,1,139,NORMAL_BASELINE,CONNECTED,CONNECTED_STREAM,NOT_REQUIRED,NOT_REQUIRED,True,False,False
