timestamp_s,step,vehicle_id,scenario,VehicleSpeed,WheelSpeedFL,WheelSpeedFR,SteeringAngle,LongitudinalAcceleration,LateralAcceleration,YawRate,speed_wheel_speed_error,steering_yaw_joint_magnitude,Accelerator,BrakePressure,BrakeStatus,RegenCommand,VCUState,MotorRPM,TorqueCommand,RegenAvailable,TorqueFeedback,MotorTemperature,InverterTemperature,InverterState,SOC,SOH,HVVoltage,HVCurrent,BatteryTemperature,CellVoltageDeviation,CellTemperatureDeviation,BMSState,IsolationStatus,ContactorState,PrechargeState,ChargingState,ConnectorState,ChargeCurrent,VCUHeartbeat,BMSHeartbeat,InverterHeartbeat,GatewayHeartbeat,SequenceCounter,RCMHeartbeat,OccupantSensorHeartbeat,RestraintGatewayHeartbeat,RestraintSequenceCounter,can_frame_interval_s,DiagnosticState,IntegrityStatus,GatewayIntegrity,DriverSeatbelt,PassengerSeatbelt,DriverPretensioner,PassengerPretensioner,RolloverStatus,RestraintDiagnostic,RestraintIntegrity,RestraintSequence,DriverAirbag,PassengerAirbag,SideAirbag,CurtainAirbag,ImpactSeverity,DriverOccupant,PassengerOccupant,DriverPosition,PassengerPosition,CrashEventStatus,AuxBatteryVoltage,AuxBatteryStatus,cp_speed_consistency_error,cp_brake_consistency_error,cp_torque_tracking_error,cp_steering_yaw_consistency,cp_hv_power_kw,cp_battery_temperature_abs,accelerator_torque_joint,laboratory_generated,physical_vehicle,direct_actuation
0.5,10,EV-LAB-001,NORMAL_BASELINE,61.58,61.730000000000004,61.39,1.0,0.32,0.0,0.9,0.01999999999999602,1.9,32.4,0.0,0.0,4.800000000000001,2.0,3387.0,115.0,1.0,115.5,77.0,65.0,2.0,80.0,98.0,398.0,80.10000000000001,31.0,0.014,2.2,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,10.0,0.05,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,0.0,12.620000000000001,1.0,0.01999999999999602,0.0,0.5,1.9,31.879800000000003,31.0,3726.0,True,False,False
0.55,11,EV-LAB-001,NORMAL_BASELINE,61.730000000000004,62.02,61.57,1.1,0.32,0.0,0.9,0.06499999999999773,2.0,33.2,0.0,0.0,4.800000000000001,2.0,3395.0,115.80000000000001,1.0,116.80000000000001,77.0,65.0,2.0,80.0,98.0,399.1,81.7,31.0,0.016,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,11.0,1.0,1.0,1.0,11.0,0.05,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,0.0,12.66,1.0,0.06499999999999773,0.0,1.0,2.0,32.60647,31.0,3844.560000000001,True,False,False
0.6,12,EV-LAB-001,NORMAL_BASELINE,61.89,62.15,61.730000000000004,1.2000000000000002,0.32,0.01,0.9,0.04999999999999716,2.1,32.0,0.0,0.0,4.800000000000001,2.0,3404.0,114.2,1.0,114.60000000000001,77.0,65.0,2.0,80.0,98.0,398.70000000000005,79.30000000000001,31.0,0.013000000000000001,1.9000000000000001,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,12.0,0.05,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,0.0,12.540000000000001,1.0,0.04999999999999716,0.0,0.4000000000000057,2.1,31.616910000000008,31.0,3654.4,True,False,False
0.65,13,EV-LAB-001,NORMAL_BASELINE,62.04,62.33,61.84,1.3,0.31,0.0,1.1,0.045000000000001705,2.4000000000000004,33.6,0.0,0.0,4.800000000000001,2.0,3412.0,116.4,1.0,115.60000000000001,78.0,65.0,2.0,80.0,98.0,398.8,82.5,30.0,0.013000000000000001,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,13.0,1.0,1.0,1.0,13.0,0.05,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,0.0,12.63,1.0,0.045000000000001705,0.0,0.7999999999999972,2.4000000000000004,32.901,30.0,3911.0400000000004,True,False,False
0.7,14,EV-LAB-001,NORMAL_BASELINE,62.190000000000005,62.42,61.99,1.4000000000000001,0.31,0.01,1.1,0.014999999999993463,2.5,35.2,0.0,0.0,4.800000000000001,2.0,3421.0,118.2,1.0,117.60000000000001,77.0,64.0,2.0,80.0,98.0,398.70000000000005,82.30000000000001,30.0,0.012,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,14.0,1.0,1.0,1.0,14.0,0.05,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,0.0,12.68,1.0,0.014999999999993463,0.0,0.5999999999999943,2.5,32.81301000000001,30.0,4160.64,True,False,False
0.75,15,EV-LAB-001,NORMAL_BASELINE,62.35,62.58,62.28,1.5,0.31,0.0,1.2000000000000002,0.0799999999999983,2.7,36.0,0.0,0.0,4.800000000000001,2.0,3429.0,119.2,1.0,117.9,77.0,65.0,2.0,80.0,98.0,398.0,82.9,31.0,0.013000000000000001,2.2,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,15.0,1.0,1.0,1.0,15.0,0.05,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,0.0,12.58,1.0,0.0799999999999983,0.0,1.2999999999999972,2.7,32.994200000000006,31.0,4291.2,True,False,False
0.8,16,EV-LAB-001,NORMAL_BASELINE,62.5,62.85,62.33,1.6,0.31,0.0,1.3,0.09000000000000341,2.9000000000000004,34.800000000000004,0.0,0.0,4.800000000000001,2.0,3437.0,117.60000000000001,1.0,120.80000000000001,78.0,66.0,2.0,80.0,98.0,398.8,82.7,30.0,0.01,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,16.0,1.0,1.0,1.0,16.0,0.05,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,0.0,12.58,1.0,0.09000000000000341,0.0,3.200000000000003,2.9000000000000004,32.980760000000004,30.0,4092.480000000001,True,False,False
0.85,17,EV-LAB-001,NORMAL_BASELINE,62.65,62.800000000000004,62.38,1.7000000000000002,0.31,0.0,1.4000000000000001,0.05999999999999517,3.1000000000000005,32.0,0.0,0.0,4.800000000000001,2.0,3446.0,114.2,1.0,113.7,77.0,65.0,2.0,80.0,98.0,398.8,81.5,31.0,0.014,1.9000000000000001,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,17.0,1.0,1.0,1.0,17.0,0.05,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,0.0,12.66,1.0,0.05999999999999517,0.0,0.5,3.1000000000000005,32.5022,31.0,3654.4,True,False,False
0.9,18,EV-LAB-001,NORMAL_BASELINE,62.79,63.120000000000005,62.63,1.8,0.3,0.01,1.4000000000000001,0.08500000000000085,3.2,34.4,0.0,0.0,4.800000000000001,2.0,3454.0,117.10000000000001,1.0,117.60000000000001,78.0,66.0,2.0,80.0,98.0,398.5,84.30000000000001,31.0,0.009000000000000001,1.9000000000000001,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,18.0,1.0,1.0,1.0,18.0,0.05,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,0.0,12.55,1.0,0.08500000000000085,0.0,0.5,3.2,33.59355,31.0,4028.2400000000002,True,False,False
0.95,19,EV-LAB-001,NORMAL_BASELINE,62.940000000000005,63.01,62.59,1.9000000000000001,0.3,0.01,1.5,0.14000000000000767,3.4000000000000004,34.0,0.0,0.0,4.800000000000001,2.0,3462.0,117.0,1.0,115.80000000000001,78.0,66.0,2.0,80.0,98.0,398.1,79.9,31.0,0.013000000000000001,2.1,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,19.0,0.05,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,0.0,12.65,1.0,0.14000000000000767,0.0,1.1999999999999886,3.4000000000000004,31.808190000000003,31.0,3978.0,True,False,False
1.0,20,EV-LAB-001,NORMAL_BASELINE,63.09,63.33,62.84,2.0,0.3,0.01,1.5,0.005000000000002558,3.5,32.4,0.0,0.0,4.800000000000001,2.0,3470.0,114.7,1.0,114.9,78.0,66.0,2.0,80.0,98.0,398.70000000000005,79.9,30.0,0.013000000000000001,2.3000000000000003,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,20.0,1.0,1.0,1.0,20.0,0.05,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,0.0,12.58,1.0,0.005000000000002558,0.0,0.20000000000000284,3.5,31.856130000000004,30.0,3716.2799999999997,True,False,False
1.05,21,EV-LAB-001,NORMAL_BASELINE,63.230000000000004,63.480000000000004,62.93,2.1,0.3,0.01,1.6,0.025000000000005684,3.7,35.6,0.0,0.0,4.800000000000001,2.0,3478.0,118.7,1.0,120.10000000000001,78.0,65.0,2.0,80.0,98.0,399.0,82.4,31.0,0.01,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,21.0,1.0,1.0,1.0,21.0,0.05,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,0.0,12.68,1.0,0.025000000000005684,0.0,1.4000000000000057,3.7,32.87760000000001,31.0,4225.72,True,False,False
1.1,22,EV-LAB-001,NORMAL_BASELINE,63.38,63.67,63.03,2.1,0.29,0.01,1.7000000000000002,0.030000000000001137,3.8000000000000003,34.0,0.0,0.0,4.800000000000001,2.0,3486.0,117.0,1.0,117.7,79.0,67.0,2.0,80.0,98.0,398.8,79.9,30.0,0.014,2.2,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,22.0,1.0,1.0,1.0,22.0,0.05,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,0.0,12.52,1.0,0.030000000000001137,0.0,0.7000000000000028,3.8000000000000003,31.864120000000003,30.0,3978.0,True,False,False
1.15,23,EV-LAB-001,NORMAL_BASELINE,63.52,63.83,63.17,2.2,0.29,0.01,1.8,0.020000000000003126,4.0,33.2,0.0,0.0,4.800000000000001,2.0,3494.0,116.0,1.0,119.0,78.0,67.0,2.0,80.0,98.0,398.90000000000003,79.30000000000001,31.0,0.011,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,23.0,1.0,1.0,1.0,23.0,0.05,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,0.0,12.540000000000001,1.0,0.020000000000003126,0.0,3.0,4.0,31.632770000000008,31.0,3851.2000000000003,True,False,False
1.2,24,EV-LAB-001,NORMAL_BASELINE,63.660000000000004,63.940000000000005,63.61,2.3000000000000003,0.29,0.01,1.9000000000000001,0.11500000000000199,4.2,34.4,0.0,0.0,4.800000000000001,2.0,3501.0,117.4,1.0,116.4,78.0,66.0,2.0,80.0,98.0,398.8,82.30000000000001,30.0,0.016,2.1,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,24.0,1.0,1.0,1.0,24.0,0.05,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,0.0,12.57,1.0,0.11500000000000199,0.0,1.0,4.2,32.82124,30.0,4038.56,True,False,False
1.25,25,EV-LAB-001,NORMAL_BASELINE,63.800000000000004,64.15,63.59,2.4000000000000004,0.28,0.01,1.9000000000000001,0.07000000000000028,4.300000000000001,34.800000000000004,0.0,0.0,4.800000000000001,2.0,3509.0,117.9,1.0,117.80000000000001,78.0,66.0,2.0,80.0,98.0,398.90000000000003,82.4,31.0,0.013000000000000001,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,25.0,1.0,1.0,1.0,25.0,0.05,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,0.0,12.57,1.0,0.07000000000000028,0.0,0.09999999999999432,4.300000000000001,32.86936000000001,31.0,4102.920000000001,True,False,False
1.3,26,EV-LAB-001,NORMAL_BASELINE,63.940000000000005,64.11,63.81,2.5,0.28,0.01,2.1,0.01999999999999602,4.6,36.4,0.0,0.0,4.800000000000001,2.0,3517.0,119.7,1.0,119.7,78.0,66.0,2.0,80.0,98.0,397.90000000000003,83.4,31.0,0.009000000000000001,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,26.0,1.0,1.0,1.0,26.0,0.05,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,0.0,12.57,1.0,0.01999999999999602,0.0,0.0,4.6,33.18486000000001,31.0,4357.08,True,False,False
1.35,27,EV-LAB-001,NORMAL_BASELINE,64.08,64.26,64.02,2.6,0.28,0.01,2.0,0.060000000000002274,4.6,34.4,0.0,0.0,4.800000000000001,2.0,3524.0,117.2,1.0,118.7,78.0,67.0,2.0,80.0,98.0,398.3,82.5,31.0,0.013000000000000001,2.2,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,27.0,1.0,1.0,1.0,27.0,0.05,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,0.0,12.57,1.0,0.060000000000002274,0.0,1.5,4.6,32.85975,31.0,4031.68,True,False,False
1.4,28,EV-LAB-001,NORMAL_BASELINE,64.21000000000001,64.43,64.11,2.6,0.27,0.01,2.1,0.060000000000002274,4.7,33.6,0.0,0.0,4.800000000000001,2.0,3532.0,116.5,1.0,117.4,78.0,66.0,2.0,80.0,98.0,398.3,80.7,30.0,0.012,1.7000000000000002,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,28.0,1.0,1.0,1.0,28.0,0.05,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,0.0,12.58,1.0,0.060000000000002274,0.0,0.9000000000000057,4.7,32.142810000000004,30.0,3914.4,True,False,False
1.45,29,EV-LAB-001,NORMAL_BASELINE,64.34,64.68,64.19,2.7,0.27,0.01,2.1,0.09499999999999886,4.800000000000001,35.2,0.0,0.0,4.800000000000001,2.0,3539.0,118.5,1.0,116.2,79.0,66.0,2.0,80.0,98.0,398.40000000000003,82.30000000000001,31.0,0.012,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,29.0,1.0,1.0,1.0,29.0,0.05,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,0.0,12.59,1.0,0.09499999999999886,0.0,2.299999999999997,4.800000000000001,32.788320000000006,31.0,4171.200000000001,True,False,False
1.5,30,EV-LAB-001,NORMAL_BASELINE,64.47,64.63,64.33,2.8000000000000003,0.27,0.01,2.3000000000000003,0.009999999999990905,5.1000000000000005,34.4,0.0,0.0,4.800000000000001,2.0,3546.0,117.2,1.0,117.2,79.0,67.0,2.0,80.0,98.0,398.6,82.0,31.0,0.009000000000000001,2.1,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,30.0,1.0,1.0,1.0,30.0,0.05,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,0.0,12.69,1.0,0.009999999999990905,0.0,0.0,5.1000000000000005,32.6852,31.0,4031.68,True,False,False
1.55,31,EV-LAB-001,NORMAL_BASELINE,64.6,64.83,64.4,2.9000000000000004,0.26,0.01,2.4000000000000004,0.01500000000001478,5.300000000000001,33.6,0.0,0.0,4.800000000000001,2.0,3553.0,116.4,1.0,117.10000000000001,78.0,66.0,2.0,80.0,98.0,398.0,78.9,30.0,0.009000000000000001,2.2,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,31.0,1.0,1.0,1.0,31.0,0.05,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,31.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,0.0,12.55,1.0,0.01500000000001478,0.0,0.7000000000000028,5.300000000000001,31.4022,30.0,3911.0400000000004,True,False,False
1.6,32,EV-LAB-001,NORMAL_BASELINE,64.73,65.03,64.44,2.9000000000000004,0.26,0.01,2.3000000000000003,0.0049999999999954525,5.200000000000001,34.4,0.0,0.0,4.800000000000001,2.0,3560.0,117.4,1.0,117.60000000000001,78.0,67.0,2.0,80.0,98.0,398.6,83.60000000000001,31.0,0.01,1.9000000000000001,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,32.0,1.0,1.0,1.0,32.0,0.05,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,0.0,12.620000000000001,1.0,0.0049999999999954525,0.0,0.20000000000000284,5.200000000000001,33.32296000000001,31.0,4038.56,True,False,False
